seqTech	capDesign	sizeFrac	sampleRep	category	count
ONT	Post	0+	TestisRep1	HCGM-mono	682530
ONT	Post	0+	TestisRep1	HCGM-spliced	5352020
ONT	Post	0+	TestisRep1	nonHCGM-mono	1174680
ONT	Post	0+	TestisRep1	nonHCGM-spliced	2425229
ONT	Post	0+	Testis-TSORep1	HCGM-mono	1083557
ONT	Post	0+	Testis-TSORep1	HCGM-spliced	2099330
ONT	Post	0+	Testis-TSORep1	nonHCGM-mono	496477
ONT	Post	0+	Testis-TSORep1	nonHCGM-spliced	1816703
ONT	Pre	0+	2-4Cell-noSS500Rep1	HCGM-mono	264152
ONT	Pre	0+	2-4Cell-noSS500Rep1	HCGM-spliced	3517630
ONT	Pre	0+	2-4Cell-noSS500Rep1	nonHCGM-mono	230768
ONT	Pre	0+	2-4Cell-noSS500Rep1	nonHCGM-spliced	2472987
ONT	Pre	0+	2-4CellRep1	HCGM-mono	535967
ONT	Pre	0+	2-4CellRep1	HCGM-spliced	7081132
ONT	Pre	0+	2-4CellRep1	nonHCGM-mono	328855
ONT	Pre	0+	2-4CellRep1	nonHCGM-spliced	5055579
ONT	Pre	0+	2-4Cell-TSORep1	HCGM-mono	2068633
ONT	Pre	0+	2-4Cell-TSORep1	HCGM-spliced	4451995
ONT	Pre	0+	2-4Cell-TSORep1	nonHCGM-mono	488879
ONT	Pre	0+	2-4Cell-TSORep1	nonHCGM-spliced	4847172
ONT	Pre	0+	28hpf-noSS500Rep1	HCGM-mono	116727
ONT	Pre	0+	28hpf-noSS500Rep1	HCGM-spliced	4045449
ONT	Pre	0+	28hpf-noSS500Rep1	nonHCGM-mono	144170
ONT	Pre	0+	28hpf-noSS500Rep1	nonHCGM-spliced	2500786
ONT	Pre	0+	28hpfRep1	HCGM-mono	121262
ONT	Pre	0+	28hpfRep1	HCGM-spliced	3685961
ONT	Pre	0+	28hpfRep1	nonHCGM-mono	153363
ONT	Pre	0+	28hpfRep1	nonHCGM-spliced	2897587
ONT	Pre	0+	28hpf-TSORep1	HCGM-mono	3508127
ONT	Pre	0+	28hpf-TSORep1	HCGM-spliced	6305479
ONT	Pre	0+	28hpf-TSORep1	nonHCGM-mono	1324115
ONT	Pre	0+	28hpf-TSORep1	nonHCGM-spliced	5274049
ONT	Pre	0+	BrainRep1	HCGM-mono	358019
ONT	Pre	0+	BrainRep1	HCGM-spliced	6836345
ONT	Pre	0+	BrainRep1	nonHCGM-mono	784112
ONT	Pre	0+	BrainRep1	nonHCGM-spliced	3658335
ONT	Pre	0+	Heart-noSS500Rep1	HCGM-mono	499356
ONT	Pre	0+	Heart-noSS500Rep1	HCGM-spliced	8174951
ONT	Pre	0+	Heart-noSS500Rep1	nonHCGM-mono	292636
ONT	Pre	0+	Heart-noSS500Rep1	nonHCGM-spliced	4496369
ONT	Pre	0+	HeartRep1	HCGM-mono	488047
ONT	Pre	0+	HeartRep1	HCGM-spliced	6751491
ONT	Pre	0+	HeartRep1	nonHCGM-mono	315158
ONT	Pre	0+	HeartRep1	nonHCGM-spliced	4516367
ONT	Pre	0+	Heart-TSORep1	HCGM-mono	1282093
ONT	Pre	0+	Heart-TSORep1	HCGM-spliced	3130017
ONT	Pre	0+	Heart-TSORep1	nonHCGM-mono	551846
ONT	Pre	0+	Heart-TSORep1	nonHCGM-spliced	2681553
ONT	Pre	0+	LiverRep1	HCGM-mono	168778
ONT	Pre	0+	LiverRep1	HCGM-spliced	7711444
ONT	Pre	0+	LiverRep1	nonHCGM-mono	120086
ONT	Pre	0+	LiverRep1	nonHCGM-spliced	5801593
ONT	Pre	0+	OvaryRep1	HCGM-mono	261775
ONT	Pre	0+	OvaryRep1	HCGM-spliced	6131047
ONT	Pre	0+	OvaryRep1	nonHCGM-mono	112433
ONT	Pre	0+	OvaryRep1	nonHCGM-spliced	3051437
ONT	Pre	0+	ShieldRep1	HCGM-mono	447082
ONT	Pre	0+	ShieldRep1	HCGM-spliced	6810973
ONT	Pre	0+	ShieldRep1	nonHCGM-mono	304941
ONT	Pre	0+	ShieldRep1	nonHCGM-spliced	3827027
ONT	Pre	0+	Testis-noSS500Rep1	HCGM-mono	416774
ONT	Pre	0+	Testis-noSS500Rep1	HCGM-spliced	5304129
ONT	Pre	0+	Testis-noSS500Rep1	nonHCGM-mono	297964
ONT	Pre	0+	Testis-noSS500Rep1	nonHCGM-spliced	2957105
ONT	Pre	0+	TestisRep1	HCGM-mono	670787
ONT	Pre	0+	TestisRep1	HCGM-spliced	6677596
ONT	Pre	0+	TestisRep1	nonHCGM-mono	275165
ONT	Pre	0+	TestisRep1	nonHCGM-spliced	4093357
ONT	Pre	0+	Testis-TSORep1	HCGM-mono	1083557
ONT	Pre	0+	Testis-TSORep1	HCGM-spliced	2099330
ONT	Pre	0+	Testis-TSORep1	nonHCGM-mono	496477
ONT	Pre	0+	Testis-TSORep1	nonHCGM-spliced	1816703
