seqTech	capDesign	sizeFrac	sampleRep	category	count	percent
ONT	Post	0+	Heart-TSORep1	noCageNoPolyA	912	0.037858
ONT	Post	0+	Heart-TSORep1	polyAOnly	1415	0.0587381
ONT	Post	0+	LiverRep1	cageAndPolyA	20976	0.723884
ONT	Post	0+	LiverRep1	cageOnly	3701	0.127722
ONT	Post	0+	LiverRep1	noCageNoPolyA	1164	0.0401698
ONT	Post	0+	LiverRep1	polyAOnly	3136	0.108224
ONT	Post	0+	OvaryRep1	cageAndPolyA	30975	0.79143
ONT	Post	0+	OvaryRep1	cageOnly	2169	0.0554193
ONT	Post	0+	OvaryRep1	noCageNoPolyA	813	0.0207727
ONT	Post	0+	OvaryRep1	polyAOnly	5181	0.132378
ONT	Post	0+	ShieldRep1	cageAndPolyA	14868	0.688716
ONT	Post	0+	ShieldRep1	cageOnly	3350	0.155179
ONT	Post	0+	ShieldRep1	noCageNoPolyA	1162	0.0538262
ONT	Post	0+	ShieldRep1	polyAOnly	2208	0.102279
ONT	Post	0+	Testis-noSS500Rep1	cageAndPolyA	26433	0.760137
ONT	Post	0+	Testis-noSS500Rep1	cageOnly	2504	0.0720078
ONT	Post	0+	Testis-noSS500Rep1	noCageNoPolyA	729	0.0209639
ONT	Post	0+	Testis-noSS500Rep1	polyAOnly	5108	0.146891
ONT	Post	0+	TestisRep1	cageAndPolyA	32228	0.578932
ONT	Post	0+	TestisRep1	cageOnly	4067	0.0730581
ONT	Post	0+	TestisRep1	noCageNoPolyA	2730	0.0490407
ONT	Post	0+	TestisRep1	polyAOnly	16643	0.298969
ONT	Post	0+	Testis-TSORep1	cageAndPolyA	23930	0.754628
ONT	Post	0+	Testis-TSORep1	cageOnly	2518	0.0794046
ONT	Post	0+	Testis-TSORep1	noCageNoPolyA	952	0.0300211
ONT	Post	0+	Testis-TSORep1	polyAOnly	4311	0.135947
ONT	Pre	0+	2-4Cell-noSS500Rep1	cageAndPolyA	23168	0.860784
ONT	Pre	0+	2-4Cell-noSS500Rep1	cageOnly	2809	0.104366
ONT	Pre	0+	2-4Cell-noSS500Rep1	noCageNoPolyA	271	0.0100687
ONT	Pre	0+	2-4Cell-noSS500Rep1	polyAOnly	667	0.0247817
ONT	Pre	0+	2-4CellRep1	cageAndPolyA	34416	0.858383
ONT	Pre	0+	2-4CellRep1	cageOnly	3814	0.0951265
ONT	Pre	0+	2-4CellRep1	noCageNoPolyA	552	0.0137676
ONT	Pre	0+	2-4CellRep1	polyAOnly	1312	0.0327231
ONT	Pre	0+	2-4Cell-TSORep1	cageAndPolyA	30558	0.85422
ONT	Pre	0+	2-4Cell-TSORep1	cageOnly	3401	0.0950717
ONT	Pre	0+	2-4Cell-TSORep1	noCageNoPolyA	747	0.0208817
ONT	Pre	0+	2-4Cell-TSORep1	polyAOnly	1067	0.029827
ONT	Pre	0+	28hpf-noSS500Rep1	cageAndPolyA	16097	0.867763
ONT	Pre	0+	28hpf-noSS500Rep1	cageOnly	2064	0.111267
ONT	Pre	0+	28hpf-noSS500Rep1	noCageNoPolyA	140	0.00754717
ONT	Pre	0+	28hpf-noSS500Rep1	polyAOnly	249	0.0134232
ONT	Pre	0+	28hpfRep1	cageAndPolyA	18646	0.860611
ONT	Pre	0+	28hpfRep1	cageOnly	2533	0.116911
ONT	Pre	0+	28hpfRep1	noCageNoPolyA	172	0.00793871
ONT	Pre	0+	28hpfRep1	polyAOnly	315	0.0145389
ONT	Pre	0+	28hpf-TSORep1	cageAndPolyA	35910	0.763539
ONT	Pre	0+	28hpf-TSORep1	cageOnly	6616	0.140673
ONT	Pre	0+	28hpf-TSORep1	noCageNoPolyA	2212	0.0470328
ONT	Pre	0+	28hpf-TSORep1	polyAOnly	2293	0.0487551
ONT	Pre	0+	BrainRep1	cageAndPolyA	25965	0.715822
ONT	Pre	0+	BrainRep1	cageOnly	6913	0.190583
ONT	Pre	0+	BrainRep1	noCageNoPolyA	1054	0.0290574
ONT	Pre	0+	BrainRep1	polyAOnly	2341	0.0645384
ONT	Pre	0+	Heart-noSS500Rep1	cageAndPolyA	19177	0.807147
ONT	Pre	0+	Heart-noSS500Rep1	cageOnly	2915	0.12269
ONT	Pre	0+	Heart-noSS500Rep1	noCageNoPolyA	358	0.015068
ONT	Pre	0+	Heart-noSS500Rep1	polyAOnly	1309	0.0550949
ONT	Pre	0+	HeartRep1	cageAndPolyA	18824	0.808869
ONT	Pre	0+	HeartRep1	cageOnly	3015	0.129555
ONT	Pre	0+	HeartRep1	noCageNoPolyA	377	0.0161997
ONT	Pre	0+	HeartRep1	polyAOnly	1056	0.0453764
ONT	Pre	0+	Heart-TSORep1	cageAndPolyA	18853	0.782607
ONT	Pre	0+	Heart-TSORep1	cageOnly	2910	0.120797
ONT	Pre	0+	Heart-TSORep1	noCageNoPolyA	912	0.037858
ONT	Pre	0+	Heart-TSORep1	polyAOnly	1415	0.0587381
ONT	Pre	0+	LiverRep1	cageAndPolyA	16629	0.836132
ONT	Pre	0+	LiverRep1	cageOnly	1776	0.0893001
ONT	Pre	0+	LiverRep1	noCageNoPolyA	326	0.0163918
ONT	Pre	0+	LiverRep1	polyAOnly	1157	0.0581758
ONT	Pre	0+	OvaryRep1	cageAndPolyA	31111	0.906683
ONT	Pre	0+	OvaryRep1	cageOnly	1512	0.0440649
ONT	Pre	0+	OvaryRep1	noCageNoPolyA	292	0.00850989
ONT	Pre	0+	OvaryRep1	polyAOnly	1398	0.0407426
ONT	Pre	0+	ShieldRep1	cageAndPolyA	33016	0.839909
ONT	Pre	0+	ShieldRep1	cageOnly	4473	0.113791
ONT	Pre	0+	ShieldRep1	noCageNoPolyA	742	0.0188761
ONT	Pre	0+	ShieldRep1	polyAOnly	1078	0.0274237
ONT	Pre	0+	Testis-noSS500Rep1	cageAndPolyA	26433	0.760137
ONT	Pre	0+	Testis-noSS500Rep1	cageOnly	2504	0.0720078
ONT	Pre	0+	Testis-noSS500Rep1	noCageNoPolyA	729	0.0209639
ONT	Pre	0+	Testis-noSS500Rep1	polyAOnly	5108	0.146891
ONT	Pre	0+	TestisRep1	cageAndPolyA	33063	0.753384
ONT	Pre	0+	TestisRep1	cageOnly	2990	0.0681311
ONT	Pre	0+	TestisRep1	noCageNoPolyA	936	0.021328
ONT	Pre	0+	TestisRep1	polyAOnly	6897	0.157157
ONT	Pre	0+	Testis-TSORep1	cageAndPolyA	23930	0.754628
ONT	Pre	0+	Testis-TSORep1	cageOnly	2518	0.0794046
ONT	Pre	0+	Testis-TSORep1	noCageNoPolyA	952	0.0300211
ONT	Pre	0+	Testis-TSORep1	polyAOnly	4311	0.135947
