seqTech	capDesign	sizeFrac	sampleRep	category	count	percent
ONT	Post	0+	Heart-noSS500Rep1	noCageNoPolyA	0	0
ONT	Post	0+	Heart-noSS500Rep1	polyAOnly	747	0.207442
ONT	Post	0+	HeartRep1	cageAndPolyA	2884	0.624107
ONT	Post	0+	HeartRep1	cageOnly	0	0
ONT	Post	0+	HeartRep1	noCageNoPolyA	0	0
ONT	Post	0+	HeartRep1	polyAOnly	1737	0.375893
ONT	Post	0+	Heart-TSORep1	cageAndPolyA	8388	0.549384
ONT	Post	0+	Heart-TSORep1	cageOnly	0	0
ONT	Post	0+	Heart-TSORep1	noCageNoPolyA	0	0
ONT	Post	0+	Heart-TSORep1	polyAOnly	6880	0.450616
ONT	Post	0+	LiverRep1	cageAndPolyA	2323	0.643312
ONT	Post	0+	LiverRep1	cageOnly	0	0
ONT	Post	0+	LiverRep1	noCageNoPolyA	0	0
ONT	Post	0+	LiverRep1	polyAOnly	1288	0.356688
ONT	Post	0+	OvaryRep1	cageAndPolyA	2715	0.528827
ONT	Post	0+	OvaryRep1	cageOnly	0	0
ONT	Post	0+	OvaryRep1	noCageNoPolyA	0	0
ONT	Post	0+	OvaryRep1	polyAOnly	2419	0.471173
ONT	Post	0+	ShieldRep1	cageAndPolyA	3136	0.684866
ONT	Post	0+	ShieldRep1	cageOnly	0	0
ONT	Post	0+	ShieldRep1	noCageNoPolyA	0	0
ONT	Post	0+	ShieldRep1	polyAOnly	1443	0.315134
ONT	Post	0+	Testis-noSS500Rep1	cageAndPolyA	4674	0.615405
ONT	Post	0+	Testis-noSS500Rep1	cageOnly	0	0
ONT	Post	0+	Testis-noSS500Rep1	noCageNoPolyA	0	0
ONT	Post	0+	Testis-noSS500Rep1	polyAOnly	2921	0.384595
ONT	Post	0+	TestisRep1	cageAndPolyA	3390	0.374462
ONT	Post	0+	TestisRep1	cageOnly	0	0
ONT	Post	0+	TestisRep1	noCageNoPolyA	0	0
ONT	Post	0+	TestisRep1	polyAOnly	5663	0.625538
ONT	Post	0+	Testis-TSORep1	cageAndPolyA	11688	0.50462
ONT	Post	0+	Testis-TSORep1	cageOnly	0	0
ONT	Post	0+	Testis-TSORep1	noCageNoPolyA	0	0
ONT	Post	0+	Testis-TSORep1	polyAOnly	11474	0.49538
ONT	Pre	0+	2-4Cell-noSS500Rep1	cageAndPolyA	3942	0.862016
ONT	Pre	0+	2-4Cell-noSS500Rep1	cageOnly	0	0
ONT	Pre	0+	2-4Cell-noSS500Rep1	noCageNoPolyA	0	0
ONT	Pre	0+	2-4Cell-noSS500Rep1	polyAOnly	631	0.137984
ONT	Pre	0+	2-4CellRep1	cageAndPolyA	5766	0.824185
ONT	Pre	0+	2-4CellRep1	cageOnly	0	0
ONT	Pre	0+	2-4CellRep1	noCageNoPolyA	0	0
ONT	Pre	0+	2-4CellRep1	polyAOnly	1230	0.175815
ONT	Pre	0+	2-4Cell-TSORep1	cageAndPolyA	10053	0.652411
ONT	Pre	0+	2-4Cell-TSORep1	cageOnly	0	0
ONT	Pre	0+	2-4Cell-TSORep1	noCageNoPolyA	0	0
ONT	Pre	0+	2-4Cell-TSORep1	polyAOnly	5356	0.347589
ONT	Pre	0+	28hpf-noSS500Rep1	cageAndPolyA	2431	0.904726
ONT	Pre	0+	28hpf-noSS500Rep1	cageOnly	0	0
ONT	Pre	0+	28hpf-noSS500Rep1	noCageNoPolyA	0	0
ONT	Pre	0+	28hpf-noSS500Rep1	polyAOnly	256	0.0952735
ONT	Pre	0+	28hpfRep1	cageAndPolyA	2645	0.903347
ONT	Pre	0+	28hpfRep1	cageOnly	0	0
ONT	Pre	0+	28hpfRep1	noCageNoPolyA	0	0
ONT	Pre	0+	28hpfRep1	polyAOnly	283	0.096653
ONT	Pre	0+	28hpf-TSORep1	cageAndPolyA	18513	0.484076
ONT	Pre	0+	28hpf-TSORep1	cageOnly	0	0
ONT	Pre	0+	28hpf-TSORep1	noCageNoPolyA	0	0
ONT	Pre	0+	28hpf-TSORep1	polyAOnly	19731	0.515924
ONT	Pre	0+	BrainRep1	cageAndPolyA	6652	0.667402
ONT	Pre	0+	BrainRep1	cageOnly	0	0
ONT	Pre	0+	BrainRep1	noCageNoPolyA	0	0
ONT	Pre	0+	BrainRep1	polyAOnly	3315	0.332598
ONT	Pre	0+	Heart-noSS500Rep1	cageAndPolyA	2854	0.792558
ONT	Pre	0+	Heart-noSS500Rep1	cageOnly	0	0
ONT	Pre	0+	Heart-noSS500Rep1	noCageNoPolyA	0	0
ONT	Pre	0+	Heart-noSS500Rep1	polyAOnly	747	0.207442
ONT	Pre	0+	HeartRep1	cageAndPolyA	2721	0.786644
ONT	Pre	0+	HeartRep1	cageOnly	0	0
ONT	Pre	0+	HeartRep1	noCageNoPolyA	0	0
ONT	Pre	0+	HeartRep1	polyAOnly	738	0.213356
ONT	Pre	0+	Heart-TSORep1	cageAndPolyA	8388	0.549384
ONT	Pre	0+	Heart-TSORep1	cageOnly	0	0
ONT	Pre	0+	Heart-TSORep1	noCageNoPolyA	0	0
ONT	Pre	0+	Heart-TSORep1	polyAOnly	6880	0.450616
ONT	Pre	0+	LiverRep1	cageAndPolyA	1537	0.770812
ONT	Pre	0+	LiverRep1	cageOnly	0	0
ONT	Pre	0+	LiverRep1	noCageNoPolyA	0	0
ONT	Pre	0+	LiverRep1	polyAOnly	457	0.229188
ONT	Pre	0+	OvaryRep1	cageAndPolyA	3684	0.791747
ONT	Pre	0+	OvaryRep1	cageOnly	0	0
ONT	Pre	0+	OvaryRep1	noCageNoPolyA	0	0
ONT	Pre	0+	OvaryRep1	polyAOnly	969	0.208253
ONT	Pre	0+	ShieldRep1	cageAndPolyA	7029	0.825194
ONT	Pre	0+	ShieldRep1	cageOnly	0	0
ONT	Pre	0+	ShieldRep1	noCageNoPolyA	0	0
ONT	Pre	0+	ShieldRep1	polyAOnly	1489	0.174806
ONT	Pre	0+	Testis-noSS500Rep1	cageAndPolyA	4674	0.615405
ONT	Pre	0+	Testis-noSS500Rep1	cageOnly	0	0
ONT	Pre	0+	Testis-noSS500Rep1	noCageNoPolyA	0	0
ONT	Pre	0+	Testis-noSS500Rep1	polyAOnly	2921	0.384595
ONT	Pre	0+	TestisRep1	cageAndPolyA	5910	0.602078
ONT	Pre	0+	TestisRep1	cageOnly	0	0
ONT	Pre	0+	TestisRep1	noCageNoPolyA	0	0
ONT	Pre	0+	TestisRep1	polyAOnly	3906	0.397922
ONT	Pre	0+	Testis-TSORep1	cageAndPolyA	11688	0.50462
ONT	Pre	0+	Testis-TSORep1	cageOnly	0	0
ONT	Pre	0+	Testis-TSORep1	noCageNoPolyA	0	0
ONT	Pre	0+	Testis-TSORep1	polyAOnly	11474	0.49538
