seqTech	capDesign	sizeFrac	sampleRep	category	count
ONT	Pre	0+	ShieldRep1	Overlaps	2034
ONT	Pre	0+	LiverRep1	Antisense	117
ONT	Pre	0+	LiverRep1	Equal	97
ONT	Pre	0+	LiverRep1	Extends	41
ONT	Pre	0+	LiverRep1	Included	714
ONT	Pre	0+	LiverRep1	Intergenic	306
ONT	Pre	0+	LiverRep1	Intronic	129
ONT	Pre	0+	LiverRep1	Overlaps	590
ONT	Pre	0+	Testis-noSS500Rep1	Antisense	719
ONT	Pre	0+	Testis-noSS500Rep1	Equal	168
ONT	Pre	0+	Testis-noSS500Rep1	Extends	57
ONT	Pre	0+	Testis-noSS500Rep1	Included	2031
ONT	Pre	0+	Testis-noSS500Rep1	Intergenic	2057
ONT	Pre	0+	Testis-noSS500Rep1	Intronic	982
ONT	Pre	0+	Testis-noSS500Rep1	Overlaps	1581
ONT	Pre	0+	Testis-TSORep1	Antisense	1708
ONT	Pre	0+	Testis-TSORep1	Equal	192
ONT	Pre	0+	Testis-TSORep1	Extends	72
ONT	Pre	0+	Testis-TSORep1	Included	7078
ONT	Pre	0+	Testis-TSORep1	Intergenic	6518
ONT	Pre	0+	Testis-TSORep1	Intronic	3001
ONT	Pre	0+	Testis-TSORep1	Overlaps	4593
ONT	Pre	0+	HeartRep1	Antisense	166
ONT	Pre	0+	HeartRep1	Equal	124
ONT	Pre	0+	HeartRep1	Extends	56
ONT	Pre	0+	HeartRep1	Included	1520
ONT	Pre	0+	HeartRep1	Intergenic	572
ONT	Pre	0+	HeartRep1	Intronic	198
ONT	Pre	0+	HeartRep1	Overlaps	823
ONT	Post	0+	2-4Cell-TSORep1	Antisense	1641
ONT	Post	0+	2-4Cell-TSORep1	Equal	167
ONT	Post	0+	2-4Cell-TSORep1	Extends	54
ONT	Post	0+	2-4Cell-TSORep1	Included	5978
ONT	Post	0+	2-4Cell-TSORep1	Intergenic	2592
ONT	Post	0+	2-4Cell-TSORep1	Intronic	1015
ONT	Post	0+	2-4Cell-TSORep1	Overlaps	3962
ONT	Post	0+	TestisRep1	Antisense	906
ONT	Post	0+	TestisRep1	Equal	61
ONT	Post	0+	TestisRep1	Extends	42
ONT	Post	0+	TestisRep1	Included	1254
ONT	Post	0+	TestisRep1	Intergenic	4018
ONT	Post	0+	TestisRep1	Intronic	1241
ONT	Post	0+	TestisRep1	Overlaps	1531
ONT	Post	0+	28hpf-noSS500Rep1	Antisense	57
ONT	Post	0+	28hpf-noSS500Rep1	Equal	173
ONT	Post	0+	28hpf-noSS500Rep1	Extends	39
ONT	Post	0+	28hpf-noSS500Rep1	Included	1335
ONT	Post	0+	28hpf-noSS500Rep1	Intergenic	455
ONT	Post	0+	28hpf-noSS500Rep1	Intronic	137
ONT	Post	0+	28hpf-noSS500Rep1	Overlaps	491
ONT	Post	0+	2-4CellRep1	Antisense	181
ONT	Post	0+	2-4CellRep1	Equal	32
ONT	Post	0+	2-4CellRep1	Extends	17
ONT	Post	0+	2-4CellRep1	Included	1651
ONT	Post	0+	2-4CellRep1	Intergenic	1258
ONT	Post	0+	2-4CellRep1	Intronic	317
ONT	Post	0+	2-4CellRep1	Overlaps	1017
ONT	Post	0+	Heart-TSORep1	Antisense	1104
ONT	Post	0+	Heart-TSORep1	Equal	154
ONT	Post	0+	Heart-TSORep1	Extends	75
ONT	Post	0+	Heart-TSORep1	Included	4646
ONT	Post	0+	Heart-TSORep1	Intergenic	3583
ONT	Post	0+	Heart-TSORep1	Intronic	2223
ONT	Post	0+	Heart-TSORep1	Overlaps	3483
ONT	Post	0+	2-4Cell-noSS500Rep1	Antisense	93
ONT	Post	0+	2-4Cell-noSS500Rep1	Equal	171
ONT	Post	0+	2-4Cell-noSS500Rep1	Extends	36
ONT	Post	0+	2-4Cell-noSS500Rep1	Included	2582
ONT	Post	0+	2-4Cell-noSS500Rep1	Intergenic	574
ONT	Post	0+	2-4Cell-noSS500Rep1	Intronic	167
ONT	Post	0+	2-4Cell-noSS500Rep1	Overlaps	950
ONT	Post	0+	Heart-noSS500Rep1	Antisense	175
ONT	Post	0+	Heart-noSS500Rep1	Equal	129
ONT	Post	0+	Heart-noSS500Rep1	Extends	44
ONT	Post	0+	Heart-noSS500Rep1	Included	1619
ONT	Post	0+	Heart-noSS500Rep1	Intergenic	566
ONT	Post	0+	Heart-noSS500Rep1	Intronic	225
ONT	Post	0+	Heart-noSS500Rep1	Overlaps	843
ONT	Post	0+	28hpfRep1	Antisense	215
ONT	Post	0+	28hpfRep1	Equal	105
ONT	Post	0+	28hpfRep1	Extends	55
ONT	Post	0+	28hpfRep1	Included	1462
ONT	Post	0+	28hpfRep1	Intergenic	1709
ONT	Post	0+	28hpfRep1	Intronic	496
ONT	Post	0+	28hpfRep1	Overlaps	1079
ONT	Post	0+	OvaryRep1	Antisense	364
ONT	Post	0+	OvaryRep1	Equal	81
ONT	Post	0+	OvaryRep1	Extends	31
ONT	Post	0+	OvaryRep1	Included	1348
ONT	Post	0+	OvaryRep1	Intergenic	1933
ONT	Post	0+	OvaryRep1	Intronic	447
ONT	Post	0+	OvaryRep1	Overlaps	930
ONT	Post	0+	BrainRep1	Antisense	593
ONT	Post	0+	BrainRep1	Equal	67
ONT	Post	0+	BrainRep1	Extends	45
ONT	Post	0+	BrainRep1	Included	2480
ONT	Post	0+	BrainRep1	Intergenic	3838
ONT	Post	0+	BrainRep1	Intronic	1552
ONT	Post	0+	BrainRep1	Overlaps	1976
ONT	Post	0+	28hpf-TSORep1	Antisense	3219
ONT	Post	0+	28hpf-TSORep1	Equal	286
ONT	Post	0+	28hpf-TSORep1	Extends	217
ONT	Post	0+	28hpf-TSORep1	Included	7424
ONT	Post	0+	28hpf-TSORep1	Intergenic	8903
ONT	Post	0+	28hpf-TSORep1	Intronic	9220
ONT	Post	0+	28hpf-TSORep1	Overlaps	8975
ONT	Post	0+	ShieldRep1	Antisense	210
ONT	Post	0+	ShieldRep1	Equal	46
ONT	Post	0+	ShieldRep1	Extends	40
ONT	Post	0+	ShieldRep1	Included	1237
ONT	Post	0+	ShieldRep1	Intergenic	1513
ONT	Post	0+	ShieldRep1	Intronic	602
ONT	Post	0+	ShieldRep1	Overlaps	931
ONT	Post	0+	LiverRep1	Antisense	226
ONT	Post	0+	LiverRep1	Equal	88
ONT	Post	0+	LiverRep1	Extends	32
ONT	Post	0+	LiverRep1	Included	1078
ONT	Post	0+	LiverRep1	Intergenic	950
ONT	Post	0+	LiverRep1	Intronic	296
ONT	Post	0+	LiverRep1	Overlaps	941
ONT	Post	0+	Testis-noSS500Rep1	Antisense	719
ONT	Post	0+	Testis-noSS500Rep1	Equal	168
ONT	Post	0+	Testis-noSS500Rep1	Extends	57
ONT	Post	0+	Testis-noSS500Rep1	Included	2031
ONT	Post	0+	Testis-noSS500Rep1	Intergenic	2057
ONT	Post	0+	Testis-noSS500Rep1	Intronic	982
ONT	Post	0+	Testis-noSS500Rep1	Overlaps	1581
ONT	Post	0+	Testis-TSORep1	Antisense	1708
ONT	Post	0+	Testis-TSORep1	Equal	192
ONT	Post	0+	Testis-TSORep1	Extends	72
ONT	Post	0+	Testis-TSORep1	Included	7078
ONT	Post	0+	Testis-TSORep1	Intergenic	6518
ONT	Post	0+	Testis-TSORep1	Intronic	3001
ONT	Post	0+	Testis-TSORep1	Overlaps	4593
ONT	Post	0+	HeartRep1	Antisense	268
ONT	Post	0+	HeartRep1	Equal	79
ONT	Post	0+	HeartRep1	Extends	40
ONT	Post	0+	HeartRep1	Included	1398
ONT	Post	0+	HeartRep1	Intergenic	1387
ONT	Post	0+	HeartRep1	Intronic	431
ONT	Post	0+	HeartRep1	Overlaps	1018
