seqTech	capDesign	sizeFrac	sampleRep	category	count
ONT	Pre	0+	2-4Cell-TSORep1	Extends	50
ONT	Pre	0+	2-4Cell-TSORep1	Included	4809
ONT	Pre	0+	2-4Cell-TSORep1	Intergenic	1175
ONT	Pre	0+	2-4Cell-TSORep1	Intronic	330
ONT	Pre	0+	2-4Cell-TSORep1	Overlaps	3302
ONT	Pre	0+	Heart-TSORep1	Antisense	199
ONT	Pre	0+	Heart-TSORep1	Equal	126
ONT	Pre	0+	Heart-TSORep1	Extends	66
ONT	Pre	0+	Heart-TSORep1	Included	3528
ONT	Pre	0+	Heart-TSORep1	Intergenic	1317
ONT	Pre	0+	Heart-TSORep1	Intronic	480
ONT	Pre	0+	Heart-TSORep1	Overlaps	2672
ONT	Pre	0+	ShieldRep1	Antisense	219
ONT	Pre	0+	ShieldRep1	Equal	145
ONT	Pre	0+	ShieldRep1	Extends	146
ONT	Pre	0+	ShieldRep1	Included	2610
ONT	Pre	0+	ShieldRep1	Intergenic	1446
ONT	Pre	0+	ShieldRep1	Intronic	587
ONT	Pre	0+	ShieldRep1	Overlaps	1876
ONT	Pre	0+	BrainRep1	Antisense	373
ONT	Pre	0+	BrainRep1	Equal	181
ONT	Pre	0+	BrainRep1	Extends	87
ONT	Pre	0+	BrainRep1	Included	2568
ONT	Pre	0+	BrainRep1	Intergenic	1352
ONT	Pre	0+	BrainRep1	Intronic	379
ONT	Pre	0+	BrainRep1	Overlaps	1712
ONT	Pre	0+	28hpf-noSS500Rep1	Antisense	43
ONT	Pre	0+	28hpf-noSS500Rep1	Equal	163
ONT	Pre	0+	28hpf-noSS500Rep1	Extends	37
ONT	Pre	0+	28hpf-noSS500Rep1	Included	1243
ONT	Pre	0+	28hpf-noSS500Rep1	Intergenic	386
ONT	Pre	0+	28hpf-noSS500Rep1	Intronic	98
ONT	Pre	0+	28hpf-noSS500Rep1	Overlaps	461
ONT	Pre	0+	Heart-noSS500Rep1	Antisense	101
ONT	Pre	0+	Heart-noSS500Rep1	Equal	118
ONT	Pre	0+	Heart-noSS500Rep1	Extends	42
ONT	Pre	0+	Heart-noSS500Rep1	Included	1400
ONT	Pre	0+	Heart-noSS500Rep1	Intergenic	351
ONT	Pre	0+	Heart-noSS500Rep1	Intronic	115
ONT	Pre	0+	Heart-noSS500Rep1	Overlaps	727
ONT	Pre	0+	HeartRep1	Antisense	99
ONT	Pre	0+	HeartRep1	Equal	114
ONT	Pre	0+	HeartRep1	Extends	54
ONT	Pre	0+	HeartRep1	Included	1299
ONT	Pre	0+	HeartRep1	Intergenic	354
ONT	Pre	0+	HeartRep1	Intronic	89
ONT	Pre	0+	HeartRep1	Overlaps	712
ONT	Pre	0+	LiverRep1	Antisense	71
ONT	Pre	0+	LiverRep1	Equal	89
ONT	Pre	0+	LiverRep1	Extends	40
ONT	Pre	0+	LiverRep1	Included	587
ONT	Pre	0+	LiverRep1	Intergenic	187
ONT	Pre	0+	LiverRep1	Intronic	66
ONT	Pre	0+	LiverRep1	Overlaps	497
ONT	Pre	0+	Testis-noSS500Rep1	Antisense	264
ONT	Pre	0+	Testis-noSS500Rep1	Equal	147
ONT	Pre	0+	Testis-noSS500Rep1	Extends	55
ONT	Pre	0+	Testis-noSS500Rep1	Included	1635
ONT	Pre	0+	Testis-noSS500Rep1	Intergenic	1009
ONT	Pre	0+	Testis-noSS500Rep1	Intronic	342
ONT	Pre	0+	Testis-noSS500Rep1	Overlaps	1222
ONT	Pre	0+	2-4CellRep1	Antisense	191
ONT	Pre	0+	2-4CellRep1	Equal	153
ONT	Pre	0+	2-4CellRep1	Extends	68
ONT	Pre	0+	2-4CellRep1	Included	3006
ONT	Pre	0+	2-4CellRep1	Intergenic	642
ONT	Pre	0+	2-4CellRep1	Intronic	169
ONT	Pre	0+	2-4CellRep1	Overlaps	1537
ONT	Pre	0+	2-4Cell-noSS500Rep1	Antisense	63
ONT	Pre	0+	2-4Cell-noSS500Rep1	Equal	158
ONT	Pre	0+	2-4Cell-noSS500Rep1	Extends	34
ONT	Pre	0+	2-4Cell-noSS500Rep1	Included	2306
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intergenic	433
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronic	114
ONT	Pre	0+	2-4Cell-noSS500Rep1	Overlaps	834
ONT	Pre	0+	TestisRep1	Antisense	398
ONT	Pre	0+	TestisRep1	Equal	155
ONT	Pre	0+	TestisRep1	Extends	81
ONT	Pre	0+	TestisRep1	Included	1861
ONT	Pre	0+	TestisRep1	Intergenic	1320
ONT	Pre	0+	TestisRep1	Intronic	478
ONT	Pre	0+	TestisRep1	Overlaps	1617
ONT	Pre	0+	OvaryRep1	Antisense	203
ONT	Pre	0+	OvaryRep1	Equal	151
ONT	Pre	0+	OvaryRep1	Extends	37
ONT	Pre	0+	OvaryRep1	Included	1911
ONT	Pre	0+	OvaryRep1	Intergenic	438
ONT	Pre	0+	OvaryRep1	Intronic	131
ONT	Pre	0+	OvaryRep1	Overlaps	813
ONT	Pre	0+	Testis-TSORep1	Antisense	336
ONT	Pre	0+	Testis-TSORep1	Equal	161
ONT	Pre	0+	Testis-TSORep1	Extends	61
ONT	Pre	0+	Testis-TSORep1	Included	4941
ONT	Pre	0+	Testis-TSORep1	Intergenic	2297
ONT	Pre	0+	Testis-TSORep1	Intronic	701
ONT	Pre	0+	Testis-TSORep1	Overlaps	3191
ONT	Pre	0+	28hpfRep1	Antisense	75
ONT	Pre	0+	28hpfRep1	Equal	187
ONT	Pre	0+	28hpfRep1	Extends	52
ONT	Pre	0+	28hpfRep1	Included	1156
ONT	Pre	0+	28hpfRep1	Intergenic	482
ONT	Pre	0+	28hpfRep1	Intronic	122
ONT	Pre	0+	28hpfRep1	Overlaps	571
