seqTech	capDesign	sizeFrac	sampleRep	level	metric	value
ONT	Pre	0+	2-4Cell-TSORep1	Intron	Sn	66.7
ONT	Pre	0+	2-4Cell-TSORep1	Locus	Pr	44.6
ONT	Pre	0+	2-4Cell-TSORep1	Locus	Sn	66.0
ONT	Pre	0+	2-4Cell-TSORep1	Transcript	Pr	19.5
ONT	Pre	0+	2-4Cell-TSORep1	Transcript	Sn	33.1
ONT	Pre	0+	28hpf-noSS500Rep1	Base	Pr	80.3
ONT	Pre	0+	28hpf-noSS500Rep1	Base	Sn	54.5
ONT	Pre	0+	28hpf-noSS500Rep1	Exon	Pr	73.4
ONT	Pre	0+	28hpf-noSS500Rep1	Exon	Sn	53.3
ONT	Pre	0+	28hpf-noSS500Rep1	Intronchain	Pr	38.5
ONT	Pre	0+	28hpf-noSS500Rep1	Intronchain	Sn	36.2
ONT	Pre	0+	28hpf-noSS500Rep1	Intron	Pr	82.0
ONT	Pre	0+	28hpf-noSS500Rep1	Intron	Sn	59.8
ONT	Pre	0+	28hpf-noSS500Rep1	Locus	Pr	63.8
ONT	Pre	0+	28hpf-noSS500Rep1	Locus	Sn	74.3
ONT	Pre	0+	28hpf-noSS500Rep1	Transcript	Pr	34.4
ONT	Pre	0+	28hpf-noSS500Rep1	Transcript	Sn	36.3
ONT	Pre	0+	28hpfRep1	Base	Pr	76.0
ONT	Pre	0+	28hpfRep1	Base	Sn	56.5
ONT	Pre	0+	28hpfRep1	Exon	Pr	73.6
ONT	Pre	0+	28hpfRep1	Exon	Sn	54.5
ONT	Pre	0+	28hpfRep1	Intronchain	Pr	38.7
ONT	Pre	0+	28hpfRep1	Intronchain	Sn	36.8
ONT	Pre	0+	28hpfRep1	Intron	Pr	83.1
ONT	Pre	0+	28hpfRep1	Intron	Sn	61.4
ONT	Pre	0+	28hpfRep1	Locus	Pr	62.4
ONT	Pre	0+	28hpfRep1	Locus	Sn	73.4
ONT	Pre	0+	28hpfRep1	Transcript	Pr	34.9
ONT	Pre	0+	28hpfRep1	Transcript	Sn	36.8
ONT	Pre	0+	28hpf-TSORep1	Base	Pr	44.5
ONT	Pre	0+	28hpf-TSORep1	Base	Sn	61.2
ONT	Pre	0+	28hpf-TSORep1	Exon	Pr	56.5
ONT	Pre	0+	28hpf-TSORep1	Exon	Sn	51.4
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Pr	26.0
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Sn	33.1
ONT	Pre	0+	28hpf-TSORep1	Intron	Pr	79.0
ONT	Pre	0+	28hpf-TSORep1	Intron	Sn	58.3
ONT	Pre	0+	28hpf-TSORep1	Locus	Pr	26.0
ONT	Pre	0+	28hpf-TSORep1	Locus	Sn	63.6
ONT	Pre	0+	28hpf-TSORep1	Transcript	Pr	14.7
ONT	Pre	0+	28hpf-TSORep1	Transcript	Sn	33.0
ONT	Pre	0+	BrainRep1	Base	Pr	61.3
ONT	Pre	0+	BrainRep1	Base	Sn	48.6
ONT	Pre	0+	BrainRep1	Exon	Pr	61.3
ONT	Pre	0+	BrainRep1	Exon	Sn	44.0
ONT	Pre	0+	BrainRep1	Intronchain	Pr	25.9
ONT	Pre	0+	BrainRep1	Intronchain	Sn	30.4
ONT	Pre	0+	BrainRep1	Intron	Pr	76.0
ONT	Pre	0+	BrainRep1	Intron	Sn	49.1
ONT	Pre	0+	BrainRep1	Locus	Pr	39.6
ONT	Pre	0+	BrainRep1	Locus	Sn	59.4
ONT	Pre	0+	BrainRep1	Transcript	Pr	20.8
ONT	Pre	0+	BrainRep1	Transcript	Sn	30.4
ONT	Pre	0+	Heart-noSS500Rep1	Base	Pr	74.2
ONT	Pre	0+	Heart-noSS500Rep1	Base	Sn	57.0
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Pr	70.6
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Sn	54.7
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Pr	32.9
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Sn	35.0
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Pr	80.0
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Sn	61.8
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Pr	59.4
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Sn	71.6
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Pr	29.0
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Sn	34.9
ONT	Pre	0+	HeartRep1	Base	Pr	73.5
ONT	Pre	0+	HeartRep1	Base	Sn	57.0
ONT	Pre	0+	HeartRep1	Exon	Pr	71.2
ONT	Pre	0+	HeartRep1	Exon	Sn	54.4
ONT	Pre	0+	HeartRep1	Intronchain	Pr	34.3
ONT	Pre	0+	HeartRep1	Intronchain	Sn	35.1
ONT	Pre	0+	HeartRep1	Intron	Pr	81.0
ONT	Pre	0+	HeartRep1	Intron	Sn	61.6
ONT	Pre	0+	HeartRep1	Locus	Pr	60.2
ONT	Pre	0+	HeartRep1	Locus	Sn	71.7
ONT	Pre	0+	HeartRep1	Transcript	Pr	30.3
ONT	Pre	0+	HeartRep1	Transcript	Sn	35.0
ONT	Pre	0+	Heart-TSORep1	Base	Pr	57.9
ONT	Pre	0+	Heart-TSORep1	Base	Sn	56.4
ONT	Pre	0+	Heart-TSORep1	Exon	Pr	65.8
ONT	Pre	0+	Heart-TSORep1	Exon	Sn	49.4
ONT	Pre	0+	Heart-TSORep1	Intronchain	Pr	35.4
ONT	Pre	0+	Heart-TSORep1	Intronchain	Sn	31.2
ONT	Pre	0+	Heart-TSORep1	Intron	Pr	84.2
ONT	Pre	0+	Heart-TSORep1	Intron	Sn	55.7
ONT	Pre	0+	Heart-TSORep1	Locus	Pr	38.3
ONT	Pre	0+	Heart-TSORep1	Locus	Sn	65.0
ONT	Pre	0+	Heart-TSORep1	Transcript	Pr	22.1
ONT	Pre	0+	Heart-TSORep1	Transcript	Sn	31.1
ONT	Pre	0+	LiverRep1	Base	Pr	76.3
ONT	Pre	0+	LiverRep1	Base	Sn	60.5
ONT	Pre	0+	LiverRep1	Exon	Pr	72.7
ONT	Pre	0+	LiverRep1	Exon	Sn	60.0
ONT	Pre	0+	LiverRep1	Intronchain	Pr	34.2
ONT	Pre	0+	LiverRep1	Intronchain	Sn	38.4
ONT	Pre	0+	LiverRep1	Intron	Pr	80.6
ONT	Pre	0+	LiverRep1	Intron	Sn	68.0
ONT	Pre	0+	LiverRep1	Locus	Pr	67.8
ONT	Pre	0+	LiverRep1	Locus	Sn	77.5
ONT	Pre	0+	LiverRep1	Transcript	Pr	31.6
ONT	Pre	0+	LiverRep1	Transcript	Sn	38.2
ONT	Pre	0+	OvaryRep1	Base	Pr	75.9
ONT	Pre	0+	OvaryRep1	Base	Sn	54.4
ONT	Pre	0+	OvaryRep1	Exon	Pr	66.0
ONT	Pre	0+	OvaryRep1	Exon	Sn	54.2
ONT	Pre	0+	OvaryRep1	Intronchain	Pr	25.7
ONT	Pre	0+	OvaryRep1	Intronchain	Sn	34.6
ONT	Pre	0+	OvaryRep1	Intron	Pr	74.4
ONT	Pre	0+	OvaryRep1	Intron	Sn	60.8
ONT	Pre	0+	OvaryRep1	Locus	Pr	53.1
ONT	Pre	0+	OvaryRep1	Locus	Sn	66.9
ONT	Pre	0+	OvaryRep1	Transcript	Pr	23.1
ONT	Pre	0+	OvaryRep1	Transcript	Sn	34.7
ONT	Pre	0+	ShieldRep1	Base	Pr	61.4
ONT	Pre	0+	ShieldRep1	Base	Sn	51.7
ONT	Pre	0+	ShieldRep1	Exon	Pr	58.8
ONT	Pre	0+	ShieldRep1	Exon	Sn	48.6
ONT	Pre	0+	ShieldRep1	Intronchain	Pr	21.5
ONT	Pre	0+	ShieldRep1	Intronchain	Sn	32.4
ONT	Pre	0+	ShieldRep1	Intron	Pr	69.3
ONT	Pre	0+	ShieldRep1	Intron	Sn	54.2
ONT	Pre	0+	ShieldRep1	Locus	Pr	41.5
ONT	Pre	0+	ShieldRep1	Locus	Sn	61.9
ONT	Pre	0+	ShieldRep1	Transcript	Pr	18.0
ONT	Pre	0+	ShieldRep1	Transcript	Sn	32.3
ONT	Pre	0+	Testis-noSS500Rep1	Base	Pr	63.5
ONT	Pre	0+	Testis-noSS500Rep1	Base	Sn	46.6
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Pr	54.6
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Sn	46.6
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Pr	22.1
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Sn	31.3
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Pr	64.5
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Sn	51.6
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Pr	37.4
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Sn	60.5
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Pr	18.5
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Sn	31.4
ONT	Pre	0+	TestisRep1	Base	Pr	59.5
ONT	Pre	0+	TestisRep1	Base	Sn	48.4
ONT	Pre	0+	TestisRep1	Exon	Pr	52.8
ONT	Pre	0+	TestisRep1	Exon	Sn	47.4
ONT	Pre	0+	TestisRep1	Intronchain	Pr	20.1
ONT	Pre	0+	TestisRep1	Intronchain	Sn	31.4
ONT	Pre	0+	TestisRep1	Intron	Pr	63.0
ONT	Pre	0+	TestisRep1	Intron	Sn	52.7
ONT	Pre	0+	TestisRep1	Locus	Pr	35.0
ONT	Pre	0+	TestisRep1	Locus	Sn	59.5
ONT	Pre	0+	TestisRep1	Transcript	Pr	16.8
ONT	Pre	0+	TestisRep1	Transcript	Sn	31.3
ONT	Pre	0+	Testis-TSORep1	Base	Pr	60.8
ONT	Pre	0+	Testis-TSORep1	Base	Sn	51.6
ONT	Pre	0+	Testis-TSORep1	Exon	Pr	58.7
ONT	Pre	0+	Testis-TSORep1	Exon	Sn	46.5
ONT	Pre	0+	Testis-TSORep1	Intronchain	Pr	29.6
ONT	Pre	0+	Testis-TSORep1	Intronchain	Sn	28.8
ONT	Pre	0+	Testis-TSORep1	Intron	Pr	77.4
ONT	Pre	0+	Testis-TSORep1	Intron	Sn	52.1
ONT	Pre	0+	Testis-TSORep1	Locus	Pr	29.9
ONT	Pre	0+	Testis-TSORep1	Locus	Sn	58.0
ONT	Pre	0+	Testis-TSORep1	Transcript	Pr	17.5
ONT	Pre	0+	Testis-TSORep1	Transcript	Sn	28.9
