seqTech	capDesign	sizeFrac	sampleRep	level	metric	value
ONT	Pre	0+	28hpfRep1	Transcript	Pr	48.9
ONT	Pre	0+	28hpfRep1	Transcript	Sn	63.2
ONT	Pre	0+	28hpf-TSORep1	Base	Pr	94.6
ONT	Pre	0+	28hpf-TSORep1	Base	Sn	97.8
ONT	Pre	0+	28hpf-TSORep1	Exon	Pr	63.1
ONT	Pre	0+	28hpf-TSORep1	Exon	Sn	92.5
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Pr	21.5
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Sn	68.3
ONT	Pre	0+	28hpf-TSORep1	Intron	Pr	52.6
ONT	Pre	0+	28hpf-TSORep1	Intron	Sn	92.0
ONT	Pre	0+	28hpf-TSORep1	Locus	Pr	94.7
ONT	Pre	0+	28hpf-TSORep1	Locus	Sn	100.0
ONT	Pre	0+	28hpf-TSORep1	Transcript	Pr	23.2
ONT	Pre	0+	28hpf-TSORep1	Transcript	Sn	72.1
ONT	Pre	0+	BrainRep1	Base	Pr	94.7
ONT	Pre	0+	BrainRep1	Base	Sn	96.9
ONT	Pre	0+	BrainRep1	Exon	Pr	60.6
ONT	Pre	0+	BrainRep1	Exon	Sn	90.9
ONT	Pre	0+	BrainRep1	Intronchain	Pr	19.0
ONT	Pre	0+	BrainRep1	Intronchain	Sn	66.7
ONT	Pre	0+	BrainRep1	Intron	Pr	48.8
ONT	Pre	0+	BrainRep1	Intron	Sn	89.3
ONT	Pre	0+	BrainRep1	Locus	Pr	94.4
ONT	Pre	0+	BrainRep1	Locus	Sn	94.4
ONT	Pre	0+	BrainRep1	Transcript	Pr	21.3
ONT	Pre	0+	BrainRep1	Transcript	Sn	69.1
ONT	Pre	0+	Heart-noSS500Rep1	Base	Pr	99.9
ONT	Pre	0+	Heart-noSS500Rep1	Base	Sn	24.1
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Pr	95.5
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Sn	27.4
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Pr	81.8
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Sn	15.0
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Pr	96.8
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Sn	26.8
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Pr	87.5
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Sn	38.9
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Pr	83.3
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Sn	14.7
ONT	Pre	0+	HeartRep1	Base	Pr	99.9
ONT	Pre	0+	HeartRep1	Base	Sn	22.6
ONT	Pre	0+	HeartRep1	Exon	Pr	97.0
ONT	Pre	0+	HeartRep1	Exon	Sn	20.4
ONT	Pre	0+	HeartRep1	Intronchain	Pr	88.9
ONT	Pre	0+	HeartRep1	Intronchain	Sn	13.3
ONT	Pre	0+	HeartRep1	Intron	Pr	95.5
ONT	Pre	0+	HeartRep1	Intron	Sn	18.8
ONT	Pre	0+	HeartRep1	Locus	Pr	100.0
ONT	Pre	0+	HeartRep1	Locus	Sn	44.4
ONT	Pre	0+	HeartRep1	Transcript	Pr	88.9
ONT	Pre	0+	HeartRep1	Transcript	Sn	11.8
ONT	Pre	0+	Heart-TSORep1	Base	Pr	98.5
ONT	Pre	0+	Heart-TSORep1	Base	Sn	93.4
ONT	Pre	0+	Heart-TSORep1	Exon	Pr	78.7
ONT	Pre	0+	Heart-TSORep1	Exon	Sn	89.2
ONT	Pre	0+	Heart-TSORep1	Intronchain	Pr	43.0
ONT	Pre	0+	Heart-TSORep1	Intronchain	Sn	66.7
ONT	Pre	0+	Heart-TSORep1	Intron	Pr	74.6
ONT	Pre	0+	Heart-TSORep1	Intron	Sn	89.3
ONT	Pre	0+	Heart-TSORep1	Locus	Pr	100.0
ONT	Pre	0+	Heart-TSORep1	Locus	Sn	100.0
ONT	Pre	0+	Heart-TSORep1	Transcript	Pr	46.2
ONT	Pre	0+	Heart-TSORep1	Transcript	Sn	70.6
ONT	Pre	0+	LiverRep1	Base	Pr	99.7
ONT	Pre	0+	LiverRep1	Base	Sn	13.1
ONT	Pre	0+	LiverRep1	Exon	Pr	92.3
ONT	Pre	0+	LiverRep1	Exon	Sn	15.6
ONT	Pre	0+	LiverRep1	Intronchain	Pr	71.4
ONT	Pre	0+	LiverRep1	Intronchain	Sn	8.3
ONT	Pre	0+	LiverRep1	Intron	Pr	94.1
ONT	Pre	0+	LiverRep1	Intron	Sn	14.3
ONT	Pre	0+	LiverRep1	Locus	Pr	100.0
ONT	Pre	0+	LiverRep1	Locus	Sn	27.8
ONT	Pre	0+	LiverRep1	Transcript	Pr	71.4
ONT	Pre	0+	LiverRep1	Transcript	Sn	7.4
ONT	Pre	0+	OvaryRep1	Base	Pr	98.3
ONT	Pre	0+	OvaryRep1	Base	Sn	86.7
ONT	Pre	0+	OvaryRep1	Exon	Pr	84.1
ONT	Pre	0+	OvaryRep1	Exon	Sn	85.5
ONT	Pre	0+	OvaryRep1	Intronchain	Pr	58.7
ONT	Pre	0+	OvaryRep1	Intronchain	Sn	61.7
ONT	Pre	0+	OvaryRep1	Intron	Pr	82.5
ONT	Pre	0+	OvaryRep1	Intron	Sn	83.9
ONT	Pre	0+	OvaryRep1	Locus	Pr	100.0
ONT	Pre	0+	OvaryRep1	Locus	Sn	77.8
ONT	Pre	0+	OvaryRep1	Transcript	Pr	60.6
ONT	Pre	0+	OvaryRep1	Transcript	Sn	58.8
ONT	Pre	0+	ShieldRep1	Base	Pr	94.7
ONT	Pre	0+	ShieldRep1	Base	Sn	97.2
ONT	Pre	0+	ShieldRep1	Exon	Pr	58.6
ONT	Pre	0+	ShieldRep1	Exon	Sn	91.9
ONT	Pre	0+	ShieldRep1	Intronchain	Pr	17.2
ONT	Pre	0+	ShieldRep1	Intronchain	Sn	68.3
ONT	Pre	0+	ShieldRep1	Intron	Pr	45.7
ONT	Pre	0+	ShieldRep1	Intron	Sn	91.1
ONT	Pre	0+	ShieldRep1	Locus	Pr	94.4
ONT	Pre	0+	ShieldRep1	Locus	Sn	94.4
ONT	Pre	0+	ShieldRep1	Transcript	Pr	19.3
ONT	Pre	0+	ShieldRep1	Transcript	Sn	70.6
ONT	Pre	0+	Testis-noSS500Rep1	Base	Pr	93.9
ONT	Pre	0+	Testis-noSS500Rep1	Base	Sn	79.6
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Pr	68.0
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Sn	79.6
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Pr	32.2
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Sn	63.3
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Pr	58.9
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Sn	74.1
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Pr	88.9
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Sn	88.9
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Pr	33.9
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Sn	61.8
ONT	Pre	0+	TestisRep1	Base	Pr	94.3
ONT	Pre	0+	TestisRep1	Base	Sn	88.4
ONT	Pre	0+	TestisRep1	Exon	Pr	66.9
ONT	Pre	0+	TestisRep1	Exon	Sn	87.6
ONT	Pre	0+	TestisRep1	Intronchain	Pr	29.1
ONT	Pre	0+	TestisRep1	Intronchain	Sn	65.0
ONT	Pre	0+	TestisRep1	Intron	Pr	59.1
ONT	Pre	0+	TestisRep1	Intron	Sn	86.6
ONT	Pre	0+	TestisRep1	Locus	Pr	93.8
ONT	Pre	0+	TestisRep1	Locus	Sn	83.3
ONT	Pre	0+	TestisRep1	Transcript	Pr	31.2
ONT	Pre	0+	TestisRep1	Transcript	Sn	63.2
ONT	Pre	0+	Testis-TSORep1	Base	Pr	94.8
ONT	Pre	0+	Testis-TSORep1	Base	Sn	88.5
ONT	Pre	0+	Testis-TSORep1	Exon	Pr	79.2
ONT	Pre	0+	Testis-TSORep1	Exon	Sn	88.2
ONT	Pre	0+	Testis-TSORep1	Intronchain	Pr	48.8
ONT	Pre	0+	Testis-TSORep1	Intronchain	Sn	66.7
ONT	Pre	0+	Testis-TSORep1	Intron	Pr	75.4
ONT	Pre	0+	Testis-TSORep1	Intron	Sn	87.5
ONT	Pre	0+	Testis-TSORep1	Locus	Pr	90.0
ONT	Pre	0+	Testis-TSORep1	Locus	Sn	100.0
ONT	Pre	0+	Testis-TSORep1	Transcript	Pr	51.1
ONT	Pre	0+	Testis-TSORep1	Transcript	Sn	69.1
