seqTech	capDesign	sizeFrac	sampleRep	category	count	percent
ONT	Pre	0+	2-4Cell-noSS500Rep1	cageOnly	2809	0.0892086
ONT	Pre	0+	2-4Cell-noSS500Rep1	noCageNoPolyA	271	0.00860645
ONT	Pre	0+	2-4Cell-noSS500Rep1	polyAOnly	1298	0.0412221
ONT	Pre	0+	2-4CellRep1	cageAndPolyA	40182	0.853302
ONT	Pre	0+	2-4CellRep1	cageOnly	3814	0.0809938
ONT	Pre	0+	2-4CellRep1	noCageNoPolyA	552	0.0117222
ONT	Pre	0+	2-4CellRep1	polyAOnly	2542	0.0539817
ONT	Pre	0+	2-4Cell-TSORep1	cageAndPolyA	40611	0.793463
ONT	Pre	0+	2-4Cell-TSORep1	cageOnly	3401	0.0664491
ONT	Pre	0+	2-4Cell-TSORep1	noCageNoPolyA	747	0.014595
ONT	Pre	0+	2-4Cell-TSORep1	polyAOnly	6423	0.125493
ONT	Pre	0+	28hpf-noSS500Rep1	cageAndPolyA	18528	0.87244
ONT	Pre	0+	28hpf-noSS500Rep1	cageOnly	2064	0.0971889
ONT	Pre	0+	28hpf-noSS500Rep1	noCageNoPolyA	140	0.00659227
ONT	Pre	0+	28hpf-noSS500Rep1	polyAOnly	505	0.0237793
ONT	Pre	0+	28hpfRep1	cageAndPolyA	21291	0.865699
ONT	Pre	0+	28hpfRep1	cageOnly	2533	0.102993
ONT	Pre	0+	28hpfRep1	noCageNoPolyA	172	0.00699358
ONT	Pre	0+	28hpfRep1	polyAOnly	598	0.0243149
ONT	Pre	0+	28hpf-TSORep1	cageAndPolyA	54423	0.638206
ONT	Pre	0+	28hpf-TSORep1	cageOnly	6616	0.0775843
ONT	Pre	0+	28hpf-TSORep1	noCageNoPolyA	2212	0.0259396
ONT	Pre	0+	28hpf-TSORep1	polyAOnly	22024	0.25827
ONT	Pre	0+	BrainRep1	cageAndPolyA	32617	0.705385
ONT	Pre	0+	BrainRep1	cageOnly	6913	0.149503
ONT	Pre	0+	BrainRep1	noCageNoPolyA	1054	0.0227941
ONT	Pre	0+	BrainRep1	polyAOnly	5656	0.122318
ONT	Pre	0+	Heart-noSS500Rep1	cageAndPolyA	22031	0.805227
ONT	Pre	0+	Heart-noSS500Rep1	cageOnly	2915	0.106542
ONT	Pre	0+	Heart-noSS500Rep1	noCageNoPolyA	358	0.0130848
ONT	Pre	0+	Heart-noSS500Rep1	polyAOnly	2056	0.0751462
ONT	Pre	0+	HeartRep1	cageAndPolyA	21545	0.805993
ONT	Pre	0+	HeartRep1	cageOnly	3015	0.11279
ONT	Pre	0+	HeartRep1	noCageNoPolyA	377	0.0141035
ONT	Pre	0+	HeartRep1	polyAOnly	1794	0.0671131
ONT	Pre	0+	Heart-TSORep1	cageAndPolyA	27241	0.692134
ONT	Pre	0+	Heart-TSORep1	cageOnly	2910	0.0739367
ONT	Pre	0+	Heart-TSORep1	noCageNoPolyA	912	0.0231719
ONT	Pre	0+	Heart-TSORep1	polyAOnly	8295	0.210758
ONT	Pre	0+	LiverRep1	cageAndPolyA	18166	0.83018
ONT	Pre	0+	LiverRep1	cageOnly	1776	0.0811626
ONT	Pre	0+	LiverRep1	noCageNoPolyA	326	0.0148981
ONT	Pre	0+	LiverRep1	polyAOnly	1614	0.0737593
ONT	Pre	0+	OvaryRep1	cageAndPolyA	34795	0.892958
ONT	Pre	0+	OvaryRep1	cageOnly	1512	0.0388031
ONT	Pre	0+	OvaryRep1	noCageNoPolyA	292	0.00749371
ONT	Pre	0+	OvaryRep1	polyAOnly	2367	0.0607453
ONT	Pre	0+	ShieldRep1	cageAndPolyA	40045	0.837289
ONT	Pre	0+	ShieldRep1	cageOnly	4473	0.0935246
ONT	Pre	0+	ShieldRep1	noCageNoPolyA	742	0.0155142
ONT	Pre	0+	ShieldRep1	polyAOnly	2567	0.0536726
ONT	Pre	0+	Testis-noSS500Rep1	cageAndPolyA	31107	0.734192
ONT	Pre	0+	Testis-noSS500Rep1	cageOnly	2504	0.0590998
ONT	Pre	0+	Testis-noSS500Rep1	noCageNoPolyA	729	0.017206
ONT	Pre	0+	Testis-noSS500Rep1	polyAOnly	8029	0.189502
ONT	Pre	0+	TestisRep1	cageAndPolyA	38973	0.725727
ONT	Pre	0+	TestisRep1	cageOnly	2990	0.0556776
ONT	Pre	0+	TestisRep1	noCageNoPolyA	936	0.0174295
ONT	Pre	0+	TestisRep1	polyAOnly	10803	0.201166
ONT	Pre	0+	Testis-TSORep1	cageAndPolyA	35618	0.649099
ONT	Pre	0+	Testis-TSORep1	cageOnly	2518	0.0458878
ONT	Pre	0+	Testis-TSORep1	noCageNoPolyA	952	0.0173492
ONT	Pre	0+	Testis-TSORep1	polyAOnly	15785	0.287664
