seqTech	capDesign	sizeFrac	sampleRep	level	metric	value
ONT	Post	0+	28hpf-TSORep1	Exon	Pr	1.5
ONT	Post	0+	28hpf-TSORep1	Exon	Sn	0.4
ONT	Post	0+	28hpf-TSORep1	Intronchain	Pr	-nan
ONT	Post	0+	28hpf-TSORep1	Intronchain	Sn	0.0
ONT	Post	0+	28hpf-TSORep1	Intron	Pr	-nan
ONT	Post	0+	28hpf-TSORep1	Intron	Sn	0.0
ONT	Post	0+	28hpf-TSORep1	Locus	Pr	0.7
ONT	Post	0+	28hpf-TSORep1	Locus	Sn	2.2
ONT	Post	0+	28hpf-TSORep1	Transcript	Pr	0.7
ONT	Post	0+	28hpf-TSORep1	Transcript	Sn	0.9
ONT	Post	0+	BrainRep1	Base	Pr	34.9
ONT	Post	0+	BrainRep1	Base	Sn	20.3
ONT	Post	0+	BrainRep1	Exon	Pr	1.1
ONT	Post	0+	BrainRep1	Exon	Sn	0.2
ONT	Post	0+	BrainRep1	Intronchain	Pr	-nan
ONT	Post	0+	BrainRep1	Intronchain	Sn	0.0
ONT	Post	0+	BrainRep1	Intron	Pr	-nan
ONT	Post	0+	BrainRep1	Intron	Sn	0.0
ONT	Post	0+	BrainRep1	Locus	Pr	0.6
ONT	Post	0+	BrainRep1	Locus	Sn	1.6
ONT	Post	0+	BrainRep1	Transcript	Pr	0.6
ONT	Post	0+	BrainRep1	Transcript	Sn	0.6
ONT	Post	0+	Heart-noSS500Rep1	Base	Pr	57.2
ONT	Post	0+	Heart-noSS500Rep1	Base	Sn	24.0
ONT	Post	0+	Heart-noSS500Rep1	Exon	Pr	5.3
ONT	Post	0+	Heart-noSS500Rep1	Exon	Sn	0.7
ONT	Post	0+	Heart-noSS500Rep1	Intronchain	Pr	-nan
ONT	Post	0+	Heart-noSS500Rep1	Intronchain	Sn	0.0
ONT	Post	0+	Heart-noSS500Rep1	Intron	Pr	-nan
ONT	Post	0+	Heart-noSS500Rep1	Intron	Sn	0.0
ONT	Post	0+	Heart-noSS500Rep1	Locus	Pr	3.6
ONT	Post	0+	Heart-noSS500Rep1	Locus	Sn	5.1
ONT	Post	0+	Heart-noSS500Rep1	Transcript	Pr	3.6
ONT	Post	0+	Heart-noSS500Rep1	Transcript	Sn	2.1
ONT	Post	0+	HeartRep1	Base	Pr	40.8
ONT	Post	0+	HeartRep1	Base	Sn	23.3
ONT	Post	0+	HeartRep1	Exon	Pr	2.6
ONT	Post	0+	HeartRep1	Exon	Sn	0.4
ONT	Post	0+	HeartRep1	Intronchain	Pr	-nan
ONT	Post	0+	HeartRep1	Intronchain	Sn	0.0
ONT	Post	0+	HeartRep1	Intron	Pr	-nan
ONT	Post	0+	HeartRep1	Intron	Sn	0.0
ONT	Post	0+	HeartRep1	Locus	Pr	1.7
ONT	Post	0+	HeartRep1	Locus	Sn	3.3
ONT	Post	0+	HeartRep1	Transcript	Pr	1.7
ONT	Post	0+	HeartRep1	Transcript	Sn	1.3
ONT	Post	0+	Heart-TSORep1	Base	Pr	38.8
ONT	Post	0+	Heart-TSORep1	Base	Sn	22.8
ONT	Post	0+	Heart-TSORep1	Exon	Pr	1.7
ONT	Post	0+	Heart-TSORep1	Exon	Sn	0.3
ONT	Post	0+	Heart-TSORep1	Intronchain	Pr	-nan
ONT	Post	0+	Heart-TSORep1	Intronchain	Sn	0.0
ONT	Post	0+	Heart-TSORep1	Intron	Pr	-nan
ONT	Post	0+	Heart-TSORep1	Intron	Sn	0.0
ONT	Post	0+	Heart-TSORep1	Locus	Pr	1.0
ONT	Post	0+	Heart-TSORep1	Locus	Sn	2.2
ONT	Post	0+	Heart-TSORep1	Transcript	Pr	1.0
ONT	Post	0+	Heart-TSORep1	Transcript	Sn	0.9
ONT	Post	0+	LiverRep1	Base	Pr	43.2
ONT	Post	0+	LiverRep1	Base	Sn	24.3
ONT	Post	0+	LiverRep1	Exon	Pr	3.3
ONT	Post	0+	LiverRep1	Exon	Sn	0.6
ONT	Post	0+	LiverRep1	Intronchain	Pr	-nan
ONT	Post	0+	LiverRep1	Intronchain	Sn	0.0
ONT	Post	0+	LiverRep1	Intron	Pr	-nan
ONT	Post	0+	LiverRep1	Intron	Sn	0.0
ONT	Post	0+	LiverRep1	Locus	Pr	2.4
ONT	Post	0+	LiverRep1	Locus	Sn	4.4
ONT	Post	0+	LiverRep1	Transcript	Pr	2.4
ONT	Post	0+	LiverRep1	Transcript	Sn	1.8
ONT	Post	0+	OvaryRep1	Base	Pr	37.9
ONT	Post	0+	OvaryRep1	Base	Sn	24.0
ONT	Post	0+	OvaryRep1	Exon	Pr	2.7
ONT	Post	0+	OvaryRep1	Exon	Sn	0.6
ONT	Post	0+	OvaryRep1	Intronchain	Pr	-nan
ONT	Post	0+	OvaryRep1	Intronchain	Sn	0.0
ONT	Post	0+	OvaryRep1	Intron	Pr	-nan
ONT	Post	0+	OvaryRep1	Intron	Sn	0.0
ONT	Post	0+	OvaryRep1	Locus	Pr	1.6
ONT	Post	0+	OvaryRep1	Locus	Sn	3.7
ONT	Post	0+	OvaryRep1	Transcript	Pr	1.6
ONT	Post	0+	OvaryRep1	Transcript	Sn	1.6
ONT	Post	0+	ShieldRep1	Base	Pr	39.1
ONT	Post	0+	ShieldRep1	Base	Sn	22.5
ONT	Post	0+	ShieldRep1	Exon	Pr	2.0
ONT	Post	0+	ShieldRep1	Exon	Sn	0.4
ONT	Post	0+	ShieldRep1	Intronchain	Pr	-nan
ONT	Post	0+	ShieldRep1	Intronchain	Sn	0.0
ONT	Post	0+	ShieldRep1	Intron	Pr	-nan
ONT	Post	0+	ShieldRep1	Intron	Sn	0.0
ONT	Post	0+	ShieldRep1	Locus	Pr	1.0
ONT	Post	0+	ShieldRep1	Locus	Sn	2.1
ONT	Post	0+	ShieldRep1	Transcript	Pr	1.0
ONT	Post	0+	ShieldRep1	Transcript	Sn	0.9
ONT	Post	0+	Testis-noSS500Rep1	Base	Pr	41.9
ONT	Post	0+	Testis-noSS500Rep1	Base	Sn	18.6
ONT	Post	0+	Testis-noSS500Rep1	Exon	Pr	3.3
ONT	Post	0+	Testis-noSS500Rep1	Exon	Sn	0.7
ONT	Post	0+	Testis-noSS500Rep1	Intronchain	Pr	-nan
ONT	Post	0+	Testis-noSS500Rep1	Intronchain	Sn	0.0
ONT	Post	0+	Testis-noSS500Rep1	Intron	Pr	-nan
ONT	Post	0+	Testis-noSS500Rep1	Intron	Sn	0.0
ONT	Post	0+	Testis-noSS500Rep1	Locus	Pr	2.2
ONT	Post	0+	Testis-noSS500Rep1	Locus	Sn	4.7
ONT	Post	0+	Testis-noSS500Rep1	Transcript	Pr	2.2
ONT	Post	0+	Testis-noSS500Rep1	Transcript	Sn	2.0
ONT	Post	0+	TestisRep1	Base	Pr	22.8
ONT	Post	0+	TestisRep1	Base	Sn	21.0
ONT	Post	0+	TestisRep1	Exon	Pr	1.1
ONT	Post	0+	TestisRep1	Exon	Sn	0.4
ONT	Post	0+	TestisRep1	Intronchain	Pr	-nan
ONT	Post	0+	TestisRep1	Intronchain	Sn	0.0
ONT	Post	0+	TestisRep1	Intron	Pr	-nan
ONT	Post	0+	TestisRep1	Intron	Sn	0.0
ONT	Post	0+	TestisRep1	Locus	Pr	0.7
ONT	Post	0+	TestisRep1	Locus	Sn	2.4
ONT	Post	0+	TestisRep1	Transcript	Pr	0.7
ONT	Post	0+	TestisRep1	Transcript	Sn	1.1
ONT	Post	0+	Testis-TSORep1	Base	Pr	43.6
ONT	Post	0+	Testis-TSORep1	Base	Sn	20.1
ONT	Post	0+	Testis-TSORep1	Exon	Pr	2.0
ONT	Post	0+	Testis-TSORep1	Exon	Sn	0.4
ONT	Post	0+	Testis-TSORep1	Intronchain	Pr	-nan
ONT	Post	0+	Testis-TSORep1	Intronchain	Sn	0.0
ONT	Post	0+	Testis-TSORep1	Intron	Pr	-nan
ONT	Post	0+	Testis-TSORep1	Intron	Sn	0.0
ONT	Post	0+	Testis-TSORep1	Locus	Pr	0.8
ONT	Post	0+	Testis-TSORep1	Locus	Sn	1.9
ONT	Post	0+	Testis-TSORep1	Transcript	Pr	0.8
ONT	Post	0+	Testis-TSORep1	Transcript	Sn	0.8
ONT	Pre	0+	2-4Cell-noSS500Rep1	Base	Pr	75.9
ONT	Pre	0+	2-4Cell-noSS500Rep1	Base	Sn	19.9
ONT	Pre	0+	2-4Cell-noSS500Rep1	Exon	Pr	5.6
ONT	Pre	0+	2-4Cell-noSS500Rep1	Exon	Sn	0.6
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronchain	Pr	-nan
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronchain	Sn	0.0
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intron	Pr	-nan
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intron	Sn	0.0
ONT	Pre	0+	2-4Cell-noSS500Rep1	Locus	Pr	3.7
ONT	Pre	0+	2-4Cell-noSS500Rep1	Locus	Sn	4.8
ONT	Pre	0+	2-4Cell-noSS500Rep1	Transcript	Pr	3.7
ONT	Pre	0+	2-4Cell-noSS500Rep1	Transcript	Sn	1.9
ONT	Pre	0+	2-4CellRep1	Base	Pr	68.5
ONT	Pre	0+	2-4CellRep1	Base	Sn	21.3
ONT	Pre	0+	2-4CellRep1	Exon	Pr	4.0
ONT	Pre	0+	2-4CellRep1	Exon	Sn	0.4
ONT	Pre	0+	2-4CellRep1	Intronchain	Pr	-nan
ONT	Pre	0+	2-4CellRep1	Intronchain	Sn	0.0
ONT	Pre	0+	2-4CellRep1	Intron	Pr	-nan
ONT	Pre	0+	2-4CellRep1	Intron	Sn	0.0
ONT	Pre	0+	2-4CellRep1	Locus	Pr	2.4
ONT	Pre	0+	2-4CellRep1	Locus	Sn	3.3
ONT	Pre	0+	2-4CellRep1	Transcript	Pr	2.4
ONT	Pre	0+	2-4CellRep1	Transcript	Sn	1.3
ONT	Pre	0+	2-4Cell-TSORep1	Base	Pr	60.7
ONT	Pre	0+	2-4Cell-TSORep1	Base	Sn	26.0
ONT	Pre	0+	2-4Cell-TSORep1	Exon	Pr	3.1
ONT	Pre	0+	2-4Cell-TSORep1	Exon	Sn	0.4
ONT	Pre	0+	2-4Cell-TSORep1	Intronchain	Pr	-nan
ONT	Pre	0+	2-4Cell-TSORep1	Intronchain	Sn	0.0
ONT	Pre	0+	2-4Cell-TSORep1	Intron	Pr	-nan
ONT	Pre	0+	2-4Cell-TSORep1	Intron	Sn	0.0
ONT	Pre	0+	2-4Cell-TSORep1	Locus	Pr	1.1
ONT	Pre	0+	2-4Cell-TSORep1	Locus	Sn	2.0
ONT	Pre	0+	2-4Cell-TSORep1	Transcript	Pr	1.1
ONT	Pre	0+	2-4Cell-TSORep1	Transcript	Sn	0.8
ONT	Pre	0+	28hpf-noSS500Rep1	Base	Pr	64.6
ONT	Pre	0+	28hpf-noSS500Rep1	Base	Sn	22.6
ONT	Pre	0+	28hpf-noSS500Rep1	Exon	Pr	8.2
ONT	Pre	0+	28hpf-noSS500Rep1	Exon	Sn	1.1
ONT	Pre	0+	28hpf-noSS500Rep1	Intronchain	Pr	-nan
ONT	Pre	0+	28hpf-noSS500Rep1	Intronchain	Sn	0.0
ONT	Pre	0+	28hpf-noSS500Rep1	Intron	Pr	-nan
ONT	Pre	0+	28hpf-noSS500Rep1	Intron	Sn	0.0
ONT	Pre	0+	28hpf-noSS500Rep1	Locus	Pr	6.4
ONT	Pre	0+	28hpf-noSS500Rep1	Locus	Sn	8.6
ONT	Pre	0+	28hpf-noSS500Rep1	Transcript	Pr	6.4
ONT	Pre	0+	28hpf-noSS500Rep1	Transcript	Sn	3.5
ONT	Pre	0+	28hpfRep1	Base	Pr	57.5
ONT	Pre	0+	28hpfRep1	Base	Sn	27.4
ONT	Pre	0+	28hpfRep1	Exon	Pr	7.2
ONT	Pre	0+	28hpfRep1	Exon	Sn	1.0
ONT	Pre	0+	28hpfRep1	Intronchain	Pr	-nan
ONT	Pre	0+	28hpfRep1	Intronchain	Sn	0.0
ONT	Pre	0+	28hpfRep1	Intron	Pr	-nan
ONT	Pre	0+	28hpfRep1	Intron	Sn	0.0
ONT	Pre	0+	28hpfRep1	Locus	Pr	6.7
ONT	Pre	0+	28hpfRep1	Locus	Sn	9.6
ONT	Pre	0+	28hpfRep1	Transcript	Pr	6.7
ONT	Pre	0+	28hpfRep1	Transcript	Sn	4.0
ONT	Pre	0+	28hpf-TSORep1	Base	Pr	30.5
ONT	Pre	0+	28hpf-TSORep1	Base	Sn	27.0
ONT	Pre	0+	28hpf-TSORep1	Exon	Pr	1.5
ONT	Pre	0+	28hpf-TSORep1	Exon	Sn	0.4
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Pr	-nan
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Sn	0.0
ONT	Pre	0+	28hpf-TSORep1	Intron	Pr	-nan
ONT	Pre	0+	28hpf-TSORep1	Intron	Sn	0.0
ONT	Pre	0+	28hpf-TSORep1	Locus	Pr	0.7
ONT	Pre	0+	28hpf-TSORep1	Locus	Sn	2.2
ONT	Pre	0+	28hpf-TSORep1	Transcript	Pr	0.7
ONT	Pre	0+	28hpf-TSORep1	Transcript	Sn	0.9
ONT	Pre	0+	BrainRep1	Base	Pr	47.3
ONT	Pre	0+	BrainRep1	Base	Sn	20.5
ONT	Pre	0+	BrainRep1	Exon	Pr	2.7
ONT	Pre	0+	BrainRep1	Exon	Sn	0.4
ONT	Pre	0+	BrainRep1	Intronchain	Pr	-nan
ONT	Pre	0+	BrainRep1	Intronchain	Sn	0.0
ONT	Pre	0+	BrainRep1	Intron	Pr	-nan
ONT	Pre	0+	BrainRep1	Intron	Sn	0.0
ONT	Pre	0+	BrainRep1	Locus	Pr	2.1
ONT	Pre	0+	BrainRep1	Locus	Sn	3.9
ONT	Pre	0+	BrainRep1	Transcript	Pr	2.1
ONT	Pre	0+	BrainRep1	Transcript	Sn	1.6
ONT	Pre	0+	Heart-noSS500Rep1	Base	Pr	57.2
ONT	Pre	0+	Heart-noSS500Rep1	Base	Sn	24.0
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Pr	5.3
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Sn	0.7
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Pr	-nan
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Sn	0.0
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Pr	-nan
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Sn	0.0
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Pr	3.6
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Sn	5.1
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Pr	3.6
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Sn	2.1
ONT	Pre	0+	HeartRep1	Base	Pr	55.0
ONT	Pre	0+	HeartRep1	Base	Sn	23.6
ONT	Pre	0+	HeartRep1	Exon	Pr	5.1
ONT	Pre	0+	HeartRep1	Exon	Sn	0.7
ONT	Pre	0+	HeartRep1	Intronchain	Pr	-nan
ONT	Pre	0+	HeartRep1	Intronchain	Sn	0.0
ONT	Pre	0+	HeartRep1	Intron	Pr	-nan
ONT	Pre	0+	HeartRep1	Intron	Sn	0.0
ONT	Pre	0+	HeartRep1	Locus	Pr	3.6
ONT	Pre	0+	HeartRep1	Locus	Sn	5.1
ONT	Pre	0+	HeartRep1	Transcript	Pr	3.6
ONT	Pre	0+	HeartRep1	Transcript	Sn	2.1
ONT	Pre	0+	Heart-TSORep1	Base	Pr	38.8
ONT	Pre	0+	Heart-TSORep1	Base	Sn	22.8
ONT	Pre	0+	Heart-TSORep1	Exon	Pr	1.7
ONT	Pre	0+	Heart-TSORep1	Exon	Sn	0.3
ONT	Pre	0+	Heart-TSORep1	Intronchain	Pr	-nan
ONT	Pre	0+	Heart-TSORep1	Intronchain	Sn	0.0
ONT	Pre	0+	Heart-TSORep1	Intron	Pr	-nan
ONT	Pre	0+	Heart-TSORep1	Intron	Sn	0.0
ONT	Pre	0+	Heart-TSORep1	Locus	Pr	1.0
ONT	Pre	0+	Heart-TSORep1	Locus	Sn	2.2
ONT	Pre	0+	Heart-TSORep1	Transcript	Pr	1.0
ONT	Pre	0+	Heart-TSORep1	Transcript	Sn	0.9
ONT	Pre	0+	LiverRep1	Base	Pr	53.8
ONT	Pre	0+	LiverRep1	Base	Sn	28.5
ONT	Pre	0+	LiverRep1	Exon	Pr	6.9
ONT	Pre	0+	LiverRep1	Exon	Sn	1.1
ONT	Pre	0+	LiverRep1	Intronchain	Pr	-nan
ONT	Pre	0+	LiverRep1	Intronchain	Sn	0.0
ONT	Pre	0+	LiverRep1	Intron	Pr	-nan
ONT	Pre	0+	LiverRep1	Intron	Sn	0.0
ONT	Pre	0+	LiverRep1	Locus	Pr	4.9
ONT	Pre	0+	LiverRep1	Locus	Sn	6.9
ONT	Pre	0+	LiverRep1	Transcript	Pr	4.9
ONT	Pre	0+	LiverRep1	Transcript	Sn	2.9
ONT	Pre	0+	OvaryRep1	Base	Pr	63.7
ONT	Pre	0+	OvaryRep1	Base	Sn	24.3
ONT	Pre	0+	OvaryRep1	Exon	Pr	5.3
ONT	Pre	0+	OvaryRep1	Exon	Sn	0.7
ONT	Pre	0+	OvaryRep1	Intronchain	Pr	-nan
ONT	Pre	0+	OvaryRep1	Intronchain	Sn	0.0
ONT	Pre	0+	OvaryRep1	Intron	Pr	-nan
ONT	Pre	0+	OvaryRep1	Intron	Sn	0.0
ONT	Pre	0+	OvaryRep1	Locus	Pr	3.5
ONT	Pre	0+	OvaryRep1	Locus	Sn	5.0
ONT	Pre	0+	OvaryRep1	Transcript	Pr	3.5
ONT	Pre	0+	OvaryRep1	Transcript	Sn	2.1
ONT	Pre	0+	ShieldRep1	Base	Pr	48.5
ONT	Pre	0+	ShieldRep1	Base	Sn	20.9
ONT	Pre	0+	ShieldRep1	Exon	Pr	2.7
ONT	Pre	0+	ShieldRep1	Exon	Sn	0.4
ONT	Pre	0+	ShieldRep1	Intronchain	Pr	-nan
ONT	Pre	0+	ShieldRep1	Intronchain	Sn	0.0
ONT	Pre	0+	ShieldRep1	Intron	Pr	-nan
ONT	Pre	0+	ShieldRep1	Intron	Sn	0.0
ONT	Pre	0+	ShieldRep1	Locus	Pr	1.9
ONT	Pre	0+	ShieldRep1	Locus	Sn	3.4
ONT	Pre	0+	ShieldRep1	Transcript	Pr	1.9
ONT	Pre	0+	ShieldRep1	Transcript	Sn	1.4
ONT	Pre	0+	Testis-noSS500Rep1	Base	Pr	41.9
ONT	Pre	0+	Testis-noSS500Rep1	Base	Sn	18.6
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Pr	3.3
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Sn	0.7
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Pr	-nan
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Sn	0.0
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Pr	-nan
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Sn	0.0
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Pr	2.2
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Sn	4.7
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Pr	2.2
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Sn	2.0
ONT	Pre	0+	TestisRep1	Base	Pr	38.9
ONT	Pre	0+	TestisRep1	Base	Sn	19.9
ONT	Pre	0+	TestisRep1	Exon	Pr	2.5
ONT	Pre	0+	TestisRep1	Exon	Sn	0.5
ONT	Pre	0+	TestisRep1	Intronchain	Pr	-nan
ONT	Pre	0+	TestisRep1	Intronchain	Sn	0.0
ONT	Pre	0+	TestisRep1	Intron	Pr	-nan
ONT	Pre	0+	TestisRep1	Intron	Sn	0.0
ONT	Pre	0+	TestisRep1	Locus	Pr	1.8
ONT	Pre	0+	TestisRep1	Locus	Sn	4.1
ONT	Pre	0+	TestisRep1	Transcript	Pr	1.8
ONT	Pre	0+	TestisRep1	Transcript	Sn	1.8
ONT	Pre	0+	Testis-TSORep1	Base	Pr	43.6
ONT	Pre	0+	Testis-TSORep1	Base	Sn	20.1
ONT	Pre	0+	Testis-TSORep1	Exon	Pr	2.0
ONT	Pre	0+	Testis-TSORep1	Exon	Sn	0.4
ONT	Pre	0+	Testis-TSORep1	Intronchain	Pr	-nan
ONT	Pre	0+	Testis-TSORep1	Intronchain	Sn	0.0
ONT	Pre	0+	Testis-TSORep1	Intron	Pr	-nan
ONT	Pre	0+	Testis-TSORep1	Intron	Sn	0.0
ONT	Pre	0+	Testis-TSORep1	Locus	Pr	0.8
ONT	Pre	0+	Testis-TSORep1	Locus	Sn	1.9
ONT	Pre	0+	Testis-TSORep1	Transcript	Pr	0.8
ONT	Pre	0+	Testis-TSORep1	Transcript	Sn	0.8
