seqTech	capDesign	sizeFrac	sampleRep	category	count
ONT	Post	0+	2-4Cell-TSORep1	Intergenic	1962
ONT	Post	0+	2-4Cell-TSORep1	Intronic	422
ONT	Post	0+	2-4Cell-TSORep1	Overlaps	21866
ONT	Post	0+	28hpfRep1	Antisense	756
ONT	Post	0+	28hpfRep1	Equal	5035
ONT	Post	0+	28hpfRep1	Extends	450
ONT	Post	0+	28hpfRep1	Included	1743
ONT	Post	0+	28hpfRep1	Intergenic	3393
ONT	Post	0+	28hpfRep1	Intronic	554
ONT	Post	0+	28hpfRep1	Overlaps	12010
ONT	Pre	0+	2-4CellRep1	Antisense	884
ONT	Pre	0+	2-4CellRep1	Equal	8622
ONT	Pre	0+	2-4CellRep1	Extends	672
ONT	Pre	0+	2-4CellRep1	Included	3955
ONT	Pre	0+	2-4CellRep1	Intergenic	1705
ONT	Pre	0+	2-4CellRep1	Intronic	283
ONT	Pre	0+	2-4CellRep1	Overlaps	24061
ONT	Pre	0+	Testis-TSORep1	Antisense	1042
ONT	Pre	0+	Testis-TSORep1	Equal	8432
ONT	Pre	0+	Testis-TSORep1	Extends	475
ONT	Pre	0+	Testis-TSORep1	Included	5952
ONT	Pre	0+	Testis-TSORep1	Intergenic	3892
ONT	Pre	0+	Testis-TSORep1	Intronic	1109
ONT	Pre	0+	Testis-TSORep1	Overlaps	14716
ONT	Pre	0+	LiverRep1	Antisense	184
ONT	Pre	0+	LiverRep1	Equal	6187
ONT	Pre	0+	LiverRep1	Extends	367
ONT	Pre	0+	LiverRep1	Included	747
ONT	Pre	0+	LiverRep1	Intergenic	550
ONT	Pre	0+	LiverRep1	Intronic	195
ONT	Pre	0+	LiverRep1	Overlaps	9936
ONT	Pre	0+	BrainRep1	Antisense	716
ONT	Pre	0+	BrainRep1	Equal	8072
ONT	Pre	0+	BrainRep1	Extends	536
ONT	Pre	0+	BrainRep1	Included	3311
ONT	Pre	0+	BrainRep1	Intergenic	2336
ONT	Pre	0+	BrainRep1	Intronic	674
ONT	Pre	0+	BrainRep1	Overlaps	16972
ONT	Pre	0+	Testis-noSS500Rep1	Antisense	1544
ONT	Pre	0+	Testis-noSS500Rep1	Equal	6832
ONT	Pre	0+	Testis-noSS500Rep1	Extends	444
ONT	Pre	0+	Testis-noSS500Rep1	Included	2113
ONT	Pre	0+	Testis-noSS500Rep1	Intergenic	3416
ONT	Pre	0+	Testis-noSS500Rep1	Intronic	877
ONT	Pre	0+	Testis-noSS500Rep1	Overlaps	15881
ONT	Pre	0+	HeartRep1	Antisense	240
ONT	Pre	0+	HeartRep1	Equal	7168
ONT	Pre	0+	HeartRep1	Extends	357
ONT	Pre	0+	HeartRep1	Included	1650
ONT	Pre	0+	HeartRep1	Intergenic	893
ONT	Pre	0+	HeartRep1	Intronic	277
ONT	Pre	0+	HeartRep1	Overlaps	10960
ONT	Pre	0+	Heart-noSS500Rep1	Antisense	251
ONT	Pre	0+	Heart-noSS500Rep1	Equal	7067
ONT	Pre	0+	Heart-noSS500Rep1	Extends	377
ONT	Pre	0+	Heart-noSS500Rep1	Included	1753
ONT	Pre	0+	Heart-noSS500Rep1	Intergenic	869
ONT	Pre	0+	Heart-noSS500Rep1	Intronic	301
ONT	Pre	0+	Heart-noSS500Rep1	Overlaps	11413
ONT	Pre	0+	ShieldRep1	Antisense	719
ONT	Pre	0+	ShieldRep1	Equal	7823
ONT	Pre	0+	ShieldRep1	Extends	761
ONT	Pre	0+	ShieldRep1	Included	3243
ONT	Pre	0+	ShieldRep1	Intergenic	3315
ONT	Pre	0+	ShieldRep1	Intronic	1381
ONT	Pre	0+	ShieldRep1	Overlaps	22803
ONT	Pre	0+	TestisRep1	Antisense	2208
ONT	Pre	0+	TestisRep1	Equal	7838
ONT	Pre	0+	TestisRep1	Extends	593
ONT	Pre	0+	TestisRep1	Included	2447
ONT	Pre	0+	TestisRep1	Intergenic	4437
ONT	Pre	0+	TestisRep1	Intronic	1228
ONT	Pre	0+	TestisRep1	Overlaps	20222
ONT	Pre	0+	28hpf-noSS500Rep1	Antisense	137
ONT	Pre	0+	28hpf-noSS500Rep1	Equal	6651
ONT	Pre	0+	28hpf-noSS500Rep1	Extends	237
ONT	Pre	0+	28hpf-noSS500Rep1	Included	1577
ONT	Pre	0+	28hpf-noSS500Rep1	Intergenic	859
ONT	Pre	0+	28hpf-noSS500Rep1	Intronic	260
ONT	Pre	0+	28hpf-noSS500Rep1	Overlaps	8807
ONT	Pre	0+	OvaryRep1	Antisense	1031
ONT	Pre	0+	OvaryRep1	Equal	8434
ONT	Pre	0+	OvaryRep1	Extends	495
ONT	Pre	0+	OvaryRep1	Included	2412
ONT	Pre	0+	OvaryRep1	Intergenic	1582
ONT	Pre	0+	OvaryRep1	Intronic	276
ONT	Pre	0+	OvaryRep1	Overlaps	20565
ONT	Pre	0+	Heart-TSORep1	Antisense	314
ONT	Pre	0+	Heart-TSORep1	Equal	7727
ONT	Pre	0+	Heart-TSORep1	Extends	412
ONT	Pre	0+	Heart-TSORep1	Included	4194
ONT	Pre	0+	Heart-TSORep1	Intergenic	1811
ONT	Pre	0+	Heart-TSORep1	Intronic	627
ONT	Pre	0+	Heart-TSORep1	Overlaps	12156
ONT	Pre	0+	2-4Cell-noSS500Rep1	Antisense	411
ONT	Pre	0+	2-4Cell-noSS500Rep1	Equal	7415
ONT	Pre	0+	2-4Cell-noSS500Rep1	Extends	393
ONT	Pre	0+	2-4Cell-noSS500Rep1	Included	3003
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intergenic	1028
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronic	174
ONT	Pre	0+	2-4Cell-noSS500Rep1	Overlaps	14686
ONT	Pre	0+	28hpf-TSORep1	Antisense	790
ONT	Pre	0+	28hpf-TSORep1	Equal	11313
ONT	Pre	0+	28hpf-TSORep1	Extends	845
ONT	Pre	0+	28hpf-TSORep1	Included	6498
ONT	Pre	0+	28hpf-TSORep1	Intergenic	4524
ONT	Pre	0+	28hpf-TSORep1	Intronic	2573
ONT	Pre	0+	28hpf-TSORep1	Overlaps	27880
ONT	Pre	0+	2-4Cell-TSORep1	Antisense	599
ONT	Pre	0+	2-4Cell-TSORep1	Equal	9267
ONT	Pre	0+	2-4Cell-TSORep1	Extends	718
ONT	Pre	0+	2-4Cell-TSORep1	Included	5777
ONT	Pre	0+	2-4Cell-TSORep1	Intergenic	1962
ONT	Pre	0+	2-4Cell-TSORep1	Intronic	422
ONT	Pre	0+	2-4Cell-TSORep1	Overlaps	21866
ONT	Pre	0+	28hpfRep1	Antisense	188
ONT	Pre	0+	28hpfRep1	Equal	7839
ONT	Pre	0+	28hpfRep1	Extends	354
ONT	Pre	0+	28hpfRep1	Included	1504
ONT	Pre	0+	28hpfRep1	Intergenic	1094
ONT	Pre	0+	28hpfRep1	Intronic	341
ONT	Pre	0+	28hpfRep1	Overlaps	9971
