seqTech	capDesign	sizeFrac	sampleRep	level	metric	value
ONT	Post	0+	BrainRep1	Intronchain	Sn	25.7
ONT	Post	0+	BrainRep1	Intron	Pr	57.2
ONT	Post	0+	BrainRep1	Intron	Sn	44.4
ONT	Post	0+	BrainRep1	Locus	Pr	44.5
ONT	Post	0+	BrainRep1	Locus	Sn	53.5
ONT	Post	0+	BrainRep1	Transcript	Pr	17.3
ONT	Post	0+	BrainRep1	Transcript	Sn	25.3
ONT	Post	0+	Heart-noSS500Rep1	Base	Pr	83.2
ONT	Post	0+	Heart-noSS500Rep1	Base	Sn	64.5
ONT	Post	0+	Heart-noSS500Rep1	Exon	Pr	76.6
ONT	Post	0+	Heart-noSS500Rep1	Exon	Sn	62.9
ONT	Post	0+	Heart-noSS500Rep1	Intronchain	Pr	36.2
ONT	Post	0+	Heart-noSS500Rep1	Intronchain	Sn	37.9
ONT	Post	0+	Heart-noSS500Rep1	Intron	Pr	81.2
ONT	Post	0+	Heart-noSS500Rep1	Intron	Sn	72.0
ONT	Post	0+	Heart-noSS500Rep1	Locus	Pr	72.5
ONT	Post	0+	Heart-noSS500Rep1	Locus	Sn	77.8
ONT	Post	0+	Heart-noSS500Rep1	Transcript	Pr	36.2
ONT	Post	0+	Heart-noSS500Rep1	Transcript	Sn	37.5
ONT	Post	0+	HeartRep1	Base	Pr	70.6
ONT	Post	0+	HeartRep1	Base	Sn	53.9
ONT	Post	0+	HeartRep1	Exon	Pr	62.5
ONT	Post	0+	HeartRep1	Exon	Sn	51.9
ONT	Post	0+	HeartRep1	Intronchain	Pr	24.9
ONT	Post	0+	HeartRep1	Intronchain	Sn	31.3
ONT	Post	0+	HeartRep1	Intron	Pr	69.2
ONT	Post	0+	HeartRep1	Intron	Sn	59.0
ONT	Post	0+	HeartRep1	Locus	Pr	57.2
ONT	Post	0+	HeartRep1	Locus	Sn	65.4
ONT	Post	0+	HeartRep1	Transcript	Pr	24.9
ONT	Post	0+	HeartRep1	Transcript	Sn	30.9
ONT	Post	0+	Heart-TSORep1	Base	Pr	78.3
ONT	Post	0+	Heart-TSORep1	Base	Sn	65.5
ONT	Post	0+	Heart-TSORep1	Exon	Pr	79.2
ONT	Post	0+	Heart-TSORep1	Exon	Sn	61.9
ONT	Post	0+	Heart-TSORep1	Intronchain	Pr	40.3
ONT	Post	0+	Heart-TSORep1	Intronchain	Sn	36.5
ONT	Post	0+	Heart-TSORep1	Intron	Pr	86.1
ONT	Post	0+	Heart-TSORep1	Intron	Sn	70.8
ONT	Post	0+	Heart-TSORep1	Locus	Pr	71.0
ONT	Post	0+	Heart-TSORep1	Locus	Sn	76.0
ONT	Post	0+	Heart-TSORep1	Transcript	Pr	40.3
ONT	Post	0+	Heart-TSORep1	Transcript	Sn	36.1
ONT	Post	0+	LiverRep1	Base	Pr	72.7
ONT	Post	0+	LiverRep1	Base	Sn	56.0
ONT	Post	0+	LiverRep1	Exon	Pr	64.4
ONT	Post	0+	LiverRep1	Exon	Sn	56.7
ONT	Post	0+	LiverRep1	Intronchain	Pr	24.1
ONT	Post	0+	LiverRep1	Intronchain	Sn	33.7
ONT	Post	0+	LiverRep1	Intron	Pr	71.0
ONT	Post	0+	LiverRep1	Intron	Sn	64.5
ONT	Post	0+	LiverRep1	Locus	Pr	61.8
ONT	Post	0+	LiverRep1	Locus	Sn	68.4
ONT	Post	0+	LiverRep1	Transcript	Pr	24.1
ONT	Post	0+	LiverRep1	Transcript	Sn	33.3
ONT	Post	0+	OvaryRep1	Base	Pr	65.8
ONT	Post	0+	OvaryRep1	Base	Sn	51.2
ONT	Post	0+	OvaryRep1	Exon	Pr	52.5
ONT	Post	0+	OvaryRep1	Exon	Sn	52.8
ONT	Post	0+	OvaryRep1	Intronchain	Pr	16.8
ONT	Post	0+	OvaryRep1	Intronchain	Sn	32.9
ONT	Post	0+	OvaryRep1	Intron	Pr	59.4
ONT	Post	0+	OvaryRep1	Intron	Sn	59.8
ONT	Post	0+	OvaryRep1	Locus	Pr	57.2
ONT	Post	0+	OvaryRep1	Locus	Sn	66.2
ONT	Post	0+	OvaryRep1	Transcript	Pr	16.8
ONT	Post	0+	OvaryRep1	Transcript	Sn	32.5
ONT	Post	0+	ShieldRep1	Base	Pr	58.5
ONT	Post	0+	ShieldRep1	Base	Sn	43.4
ONT	Post	0+	ShieldRep1	Exon	Pr	48.8
ONT	Post	0+	ShieldRep1	Exon	Sn	41.3
ONT	Post	0+	ShieldRep1	Intronchain	Pr	16.8
ONT	Post	0+	ShieldRep1	Intronchain	Sn	26.0
ONT	Post	0+	ShieldRep1	Intron	Pr	54.7
ONT	Post	0+	ShieldRep1	Intron	Sn	45.8
ONT	Post	0+	ShieldRep1	Locus	Pr	43.7
ONT	Post	0+	ShieldRep1	Locus	Sn	53.3
ONT	Post	0+	ShieldRep1	Transcript	Pr	16.8
ONT	Post	0+	ShieldRep1	Transcript	Sn	25.6
ONT	Post	0+	Testis-noSS500Rep1	Base	Pr	74.9
ONT	Post	0+	Testis-noSS500Rep1	Base	Sn	53.3
ONT	Post	0+	Testis-noSS500Rep1	Exon	Pr	63.5
ONT	Post	0+	Testis-noSS500Rep1	Exon	Sn	55.2
ONT	Post	0+	Testis-noSS500Rep1	Intronchain	Pr	25.3
ONT	Post	0+	Testis-noSS500Rep1	Intronchain	Sn	34.6
ONT	Post	0+	Testis-noSS500Rep1	Intron	Pr	68.4
ONT	Post	0+	Testis-noSS500Rep1	Intron	Sn	62.2
ONT	Post	0+	Testis-noSS500Rep1	Locus	Pr	54.6
ONT	Post	0+	Testis-noSS500Rep1	Locus	Sn	67.7
ONT	Post	0+	Testis-noSS500Rep1	Transcript	Pr	25.3
ONT	Post	0+	Testis-noSS500Rep1	Transcript	Sn	34.2
ONT	Post	0+	TestisRep1	Base	Pr	53.8
ONT	Post	0+	TestisRep1	Base	Sn	45.4
ONT	Post	0+	TestisRep1	Exon	Pr	40.8
ONT	Post	0+	TestisRep1	Exon	Sn	47.5
ONT	Post	0+	TestisRep1	Intronchain	Pr	11.1
ONT	Post	0+	TestisRep1	Intronchain	Sn	28.9
ONT	Post	0+	TestisRep1	Intron	Pr	45.8
ONT	Post	0+	TestisRep1	Intron	Sn	53.4
ONT	Post	0+	TestisRep1	Locus	Pr	45.6
ONT	Post	0+	TestisRep1	Locus	Sn	58.3
ONT	Post	0+	TestisRep1	Transcript	Pr	11.1
ONT	Post	0+	TestisRep1	Transcript	Sn	28.6
ONT	Post	0+	Testis-TSORep1	Base	Pr	79.9
ONT	Post	0+	Testis-TSORep1	Base	Sn	61.9
ONT	Post	0+	Testis-TSORep1	Exon	Pr	73.8
ONT	Post	0+	Testis-TSORep1	Exon	Sn	60.3
ONT	Post	0+	Testis-TSORep1	Intronchain	Pr	34.6
ONT	Post	0+	Testis-TSORep1	Intronchain	Sn	35.0
ONT	Post	0+	Testis-TSORep1	Intron	Pr	80.9
ONT	Post	0+	Testis-TSORep1	Intron	Sn	68.5
ONT	Post	0+	Testis-TSORep1	Locus	Pr	60.8
ONT	Post	0+	Testis-TSORep1	Locus	Sn	70.4
ONT	Post	0+	Testis-TSORep1	Transcript	Pr	34.6
ONT	Post	0+	Testis-TSORep1	Transcript	Sn	34.6
ONT	Pre	0+	2-4Cell-noSS500Rep1	Base	Pr	82.6
ONT	Pre	0+	2-4Cell-noSS500Rep1	Base	Sn	58.1
ONT	Pre	0+	2-4Cell-noSS500Rep1	Exon	Pr	73.7
ONT	Pre	0+	2-4Cell-noSS500Rep1	Exon	Sn	57.6
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronchain	Pr	31.3
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronchain	Sn	34.8
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intron	Pr	79.7
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intron	Sn	65.5
ONT	Pre	0+	2-4Cell-noSS500Rep1	Locus	Pr	65.6
ONT	Pre	0+	2-4Cell-noSS500Rep1	Locus	Sn	70.0
ONT	Pre	0+	2-4Cell-noSS500Rep1	Transcript	Pr	31.3
ONT	Pre	0+	2-4Cell-noSS500Rep1	Transcript	Sn	34.4
ONT	Pre	0+	2-4CellRep1	Base	Pr	77.5
ONT	Pre	0+	2-4CellRep1	Base	Sn	57.0
ONT	Pre	0+	2-4CellRep1	Exon	Pr	68.3
ONT	Pre	0+	2-4CellRep1	Exon	Sn	55.3
ONT	Pre	0+	2-4CellRep1	Intronchain	Pr	24.6
ONT	Pre	0+	2-4CellRep1	Intronchain	Sn	33.8
ONT	Pre	0+	2-4CellRep1	Intron	Pr	74.5
ONT	Pre	0+	2-4CellRep1	Intron	Sn	62.6
ONT	Pre	0+	2-4CellRep1	Locus	Pr	60.2
ONT	Pre	0+	2-4CellRep1	Locus	Sn	65.8
ONT	Pre	0+	2-4CellRep1	Transcript	Pr	24.6
ONT	Pre	0+	2-4CellRep1	Transcript	Sn	33.4
ONT	Pre	0+	2-4Cell-TSORep1	Base	Pr	80.9
ONT	Pre	0+	2-4Cell-TSORep1	Base	Sn	66.6
ONT	Pre	0+	2-4Cell-TSORep1	Exon	Pr	74.4
ONT	Pre	0+	2-4Cell-TSORep1	Exon	Sn	63.7
ONT	Pre	0+	2-4Cell-TSORep1	Intronchain	Pr	29.8
ONT	Pre	0+	2-4Cell-TSORep1	Intronchain	Sn	35.3
ONT	Pre	0+	2-4Cell-TSORep1	Intron	Pr	81.5
ONT	Pre	0+	2-4Cell-TSORep1	Intron	Sn	73.0
ONT	Pre	0+	2-4Cell-TSORep1	Locus	Pr	66.6
ONT	Pre	0+	2-4Cell-TSORep1	Locus	Sn	70.8
ONT	Pre	0+	2-4Cell-TSORep1	Transcript	Pr	29.8
ONT	Pre	0+	2-4Cell-TSORep1	Transcript	Sn	35.0
ONT	Pre	0+	28hpf-noSS500Rep1	Base	Pr	86.4
ONT	Pre	0+	28hpf-noSS500Rep1	Base	Sn	63.1
ONT	Pre	0+	28hpf-noSS500Rep1	Exon	Pr	77.6
ONT	Pre	0+	28hpf-noSS500Rep1	Exon	Sn	62.4
ONT	Pre	0+	28hpf-noSS500Rep1	Intronchain	Pr	40.3
ONT	Pre	0+	28hpf-noSS500Rep1	Intronchain	Sn	39.8
ONT	Pre	0+	28hpf-noSS500Rep1	Intron	Pr	82.2
ONT	Pre	0+	28hpf-noSS500Rep1	Intron	Sn	71.5
ONT	Pre	0+	28hpf-noSS500Rep1	Locus	Pr	75.5
ONT	Pre	0+	28hpf-noSS500Rep1	Locus	Sn	80.8
ONT	Pre	0+	28hpf-noSS500Rep1	Transcript	Pr	40.3
ONT	Pre	0+	28hpf-noSS500Rep1	Transcript	Sn	39.3
ONT	Pre	0+	28hpfRep1	Base	Pr	83.6
ONT	Pre	0+	28hpfRep1	Base	Sn	64.9
ONT	Pre	0+	28hpfRep1	Exon	Pr	77.8
ONT	Pre	0+	28hpfRep1	Exon	Sn	63.4
ONT	Pre	0+	28hpfRep1	Intronchain	Pr	41.0
ONT	Pre	0+	28hpfRep1	Intronchain	Sn	40.4
ONT	Pre	0+	28hpfRep1	Intron	Pr	83.3
ONT	Pre	0+	28hpfRep1	Intron	Sn	72.7
ONT	Pre	0+	28hpfRep1	Locus	Pr	74.2
ONT	Pre	0+	28hpfRep1	Locus	Sn	79.8
ONT	Pre	0+	28hpfRep1	Transcript	Pr	41.0
ONT	Pre	0+	28hpfRep1	Transcript	Sn	39.9
ONT	Pre	0+	28hpf-TSORep1	Base	Pr	71.9
ONT	Pre	0+	28hpf-TSORep1	Base	Sn	65.4
ONT	Pre	0+	28hpf-TSORep1	Exon	Pr	73.4
ONT	Pre	0+	28hpf-TSORep1	Exon	Sn	59.9
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Pr	30.8
ONT	Pre	0+	28hpf-TSORep1	Intronchain	Sn	37.0
ONT	Pre	0+	28hpf-TSORep1	Intron	Pr	81.7
ONT	Pre	0+	28hpf-TSORep1	Intron	Sn	68.4
ONT	Pre	0+	28hpf-TSORep1	Locus	Pr	64.8
ONT	Pre	0+	28hpf-TSORep1	Locus	Sn	72.2
ONT	Pre	0+	28hpf-TSORep1	Transcript	Pr	30.8
ONT	Pre	0+	28hpf-TSORep1	Transcript	Sn	36.5
ONT	Pre	0+	BrainRep1	Base	Pr	77.3
ONT	Pre	0+	BrainRep1	Base	Sn	57.9
ONT	Pre	0+	BrainRep1	Exon	Pr	71.1
ONT	Pre	0+	BrainRep1	Exon	Sn	55.0
ONT	Pre	0+	BrainRep1	Intronchain	Pr	30.4
ONT	Pre	0+	BrainRep1	Intronchain	Sn	35.2
ONT	Pre	0+	BrainRep1	Intron	Pr	77.5
ONT	Pre	0+	BrainRep1	Intron	Sn	62.4
ONT	Pre	0+	BrainRep1	Locus	Pr	62.4
ONT	Pre	0+	BrainRep1	Locus	Sn	69.1
ONT	Pre	0+	BrainRep1	Transcript	Pr	30.4
ONT	Pre	0+	BrainRep1	Transcript	Sn	34.7
ONT	Pre	0+	Heart-noSS500Rep1	Base	Pr	83.2
ONT	Pre	0+	Heart-noSS500Rep1	Base	Sn	64.5
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Pr	76.6
ONT	Pre	0+	Heart-noSS500Rep1	Exon	Sn	62.9
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Pr	36.2
ONT	Pre	0+	Heart-noSS500Rep1	Intronchain	Sn	37.9
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Pr	81.2
ONT	Pre	0+	Heart-noSS500Rep1	Intron	Sn	72.0
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Pr	72.5
ONT	Pre	0+	Heart-noSS500Rep1	Locus	Sn	77.8
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Pr	36.2
ONT	Pre	0+	Heart-noSS500Rep1	Transcript	Sn	37.5
ONT	Pre	0+	HeartRep1	Base	Pr	82.7
ONT	Pre	0+	HeartRep1	Base	Sn	64.1
ONT	Pre	0+	HeartRep1	Exon	Pr	77.0
ONT	Pre	0+	HeartRep1	Exon	Sn	62.6
ONT	Pre	0+	HeartRep1	Intronchain	Pr	37.5
ONT	Pre	0+	HeartRep1	Intronchain	Sn	37.9
ONT	Pre	0+	HeartRep1	Intron	Pr	82.1
ONT	Pre	0+	HeartRep1	Intron	Sn	71.8
ONT	Pre	0+	HeartRep1	Locus	Pr	72.8
ONT	Pre	0+	HeartRep1	Locus	Sn	78.1
ONT	Pre	0+	HeartRep1	Transcript	Pr	37.5
ONT	Pre	0+	HeartRep1	Transcript	Sn	37.5
ONT	Pre	0+	Heart-TSORep1	Base	Pr	78.3
ONT	Pre	0+	Heart-TSORep1	Base	Sn	65.5
ONT	Pre	0+	Heart-TSORep1	Exon	Pr	79.2
ONT	Pre	0+	Heart-TSORep1	Exon	Sn	61.9
ONT	Pre	0+	Heart-TSORep1	Intronchain	Pr	40.3
ONT	Pre	0+	Heart-TSORep1	Intronchain	Sn	36.5
ONT	Pre	0+	Heart-TSORep1	Intron	Pr	86.1
ONT	Pre	0+	Heart-TSORep1	Intron	Sn	70.8
ONT	Pre	0+	Heart-TSORep1	Locus	Pr	71.0
ONT	Pre	0+	Heart-TSORep1	Locus	Sn	76.0
ONT	Pre	0+	Heart-TSORep1	Transcript	Pr	40.3
ONT	Pre	0+	Heart-TSORep1	Transcript	Sn	36.1
ONT	Pre	0+	LiverRep1	Base	Pr	84.1
ONT	Pre	0+	LiverRep1	Base	Sn	66.6
ONT	Pre	0+	LiverRep1	Exon	Pr	77.2
ONT	Pre	0+	LiverRep1	Exon	Sn	66.7
ONT	Pre	0+	LiverRep1	Intronchain	Pr	36.7
ONT	Pre	0+	LiverRep1	Intronchain	Sn	40.6
ONT	Pre	0+	LiverRep1	Intron	Pr	81.8
ONT	Pre	0+	LiverRep1	Intron	Sn	76.6
ONT	Pre	0+	LiverRep1	Locus	Pr	78.1
ONT	Pre	0+	LiverRep1	Locus	Sn	82.3
ONT	Pre	0+	LiverRep1	Transcript	Pr	36.7
ONT	Pre	0+	LiverRep1	Transcript	Sn	40.0
ONT	Pre	0+	OvaryRep1	Base	Pr	80.6
ONT	Pre	0+	OvaryRep1	Base	Sn	57.4
ONT	Pre	0+	OvaryRep1	Exon	Pr	70.0
ONT	Pre	0+	OvaryRep1	Exon	Sn	58.8
ONT	Pre	0+	OvaryRep1	Intronchain	Pr	26.6
ONT	Pre	0+	OvaryRep1	Intronchain	Sn	36.3
ONT	Pre	0+	OvaryRep1	Intron	Pr	75.4
ONT	Pre	0+	OvaryRep1	Intron	Sn	66.4
ONT	Pre	0+	OvaryRep1	Locus	Pr	63.4
ONT	Pre	0+	OvaryRep1	Locus	Sn	70.2
ONT	Pre	0+	OvaryRep1	Transcript	Pr	26.6
ONT	Pre	0+	OvaryRep1	Transcript	Sn	35.9
ONT	Pre	0+	ShieldRep1	Base	Pr	72.0
ONT	Pre	0+	ShieldRep1	Base	Sn	57.2
ONT	Pre	0+	ShieldRep1	Exon	Pr	65.5
ONT	Pre	0+	ShieldRep1	Exon	Sn	55.7
ONT	Pre	0+	ShieldRep1	Intronchain	Pr	23.3
ONT	Pre	0+	ShieldRep1	Intronchain	Sn	35.3
ONT	Pre	0+	ShieldRep1	Intron	Pr	70.4
ONT	Pre	0+	ShieldRep1	Intron	Sn	62.9
ONT	Pre	0+	ShieldRep1	Locus	Pr	58.6
ONT	Pre	0+	ShieldRep1	Locus	Sn	68.0
ONT	Pre	0+	ShieldRep1	Transcript	Pr	23.3
ONT	Pre	0+	ShieldRep1	Transcript	Sn	34.8
ONT	Pre	0+	Testis-noSS500Rep1	Base	Pr	74.9
ONT	Pre	0+	Testis-noSS500Rep1	Base	Sn	53.3
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Pr	63.5
ONT	Pre	0+	Testis-noSS500Rep1	Exon	Sn	55.2
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Pr	25.3
ONT	Pre	0+	Testis-noSS500Rep1	Intronchain	Sn	34.6
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Pr	68.4
ONT	Pre	0+	Testis-noSS500Rep1	Intron	Sn	62.2
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Pr	54.6
ONT	Pre	0+	Testis-noSS500Rep1	Locus	Sn	67.7
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Pr	25.3
ONT	Pre	0+	Testis-noSS500Rep1	Transcript	Sn	34.2
ONT	Pre	0+	TestisRep1	Base	Pr	71.8
ONT	Pre	0+	TestisRep1	Base	Sn	54.4
ONT	Pre	0+	TestisRep1	Exon	Pr	61.8
ONT	Pre	0+	TestisRep1	Exon	Sn	55.6
ONT	Pre	0+	TestisRep1	Intronchain	Pr	23.2
ONT	Pre	0+	TestisRep1	Intronchain	Sn	34.4
ONT	Pre	0+	TestisRep1	Intron	Pr	66.9
ONT	Pre	0+	TestisRep1	Intron	Sn	62.7
ONT	Pre	0+	TestisRep1	Locus	Pr	52.7
ONT	Pre	0+	TestisRep1	Locus	Sn	66.4
ONT	Pre	0+	TestisRep1	Transcript	Pr	23.2
ONT	Pre	0+	TestisRep1	Transcript	Sn	34.0
ONT	Pre	0+	Testis-TSORep1	Base	Pr	79.9
ONT	Pre	0+	Testis-TSORep1	Base	Sn	61.9
ONT	Pre	0+	Testis-TSORep1	Exon	Pr	73.8
ONT	Pre	0+	Testis-TSORep1	Exon	Sn	60.3
ONT	Pre	0+	Testis-TSORep1	Intronchain	Pr	34.6
ONT	Pre	0+	Testis-TSORep1	Intronchain	Sn	35.0
ONT	Pre	0+	Testis-TSORep1	Intron	Pr	80.9
ONT	Pre	0+	Testis-TSORep1	Intron	Sn	68.5
ONT	Pre	0+	Testis-TSORep1	Locus	Pr	60.8
ONT	Pre	0+	Testis-TSORep1	Locus	Sn	70.4
ONT	Pre	0+	Testis-TSORep1	Transcript	Pr	34.6
ONT	Pre	0+	Testis-TSORep1	Transcript	Sn	34.6
