seqTech	capDesign	sizeFrac	sampleRep	category	count
ONT	Post	0+	28hpf-TSORep1	Antisense	251
ONT	Post	0+	28hpf-TSORep1	Equal	11058
ONT	Post	0+	28hpf-TSORep1	Extends	656
ONT	Post	0+	28hpf-TSORep1	Included	1288
ONT	Post	0+	28hpf-TSORep1	Intergenic	1376
ONT	Post	0+	28hpf-TSORep1	Intronic	394
ONT	Post	0+	28hpf-TSORep1	Overlaps	20887
ONT	Post	0+	28hpf-noSS500Rep1	Antisense	94
ONT	Post	0+	28hpf-noSS500Rep1	Equal	6488
ONT	Post	0+	28hpf-noSS500Rep1	Extends	200
ONT	Post	0+	28hpf-noSS500Rep1	Included	334
ONT	Post	0+	28hpf-noSS500Rep1	Intergenic	473
ONT	Post	0+	28hpf-noSS500Rep1	Intronic	162
ONT	Post	0+	28hpf-noSS500Rep1	Overlaps	8346
ONT	Post	0+	28hpfRep1	Antisense	655
ONT	Post	0+	28hpfRep1	Equal	4937
ONT	Post	0+	28hpfRep1	Extends	402
ONT	Post	0+	28hpfRep1	Included	498
ONT	Post	0+	28hpfRep1	Intergenic	2524
ONT	Post	0+	28hpfRep1	Intronic	319
ONT	Post	0+	28hpfRep1	Overlaps	11159
ONT	Post	0+	TestisRep1	Antisense	2974
ONT	Post	0+	TestisRep1	Equal	3587
ONT	Post	0+	TestisRep1	Extends	540
ONT	Post	0+	TestisRep1	Included	513
ONT	Post	0+	TestisRep1	Intergenic	8224
ONT	Post	0+	TestisRep1	Intronic	500
ONT	Post	0+	TestisRep1	Overlaps	15890
ONT	Pre	0+	Testis-noSS500Rep1	Antisense	1280
ONT	Pre	0+	Testis-noSS500Rep1	Equal	6685
ONT	Pre	0+	Testis-noSS500Rep1	Extends	389
ONT	Pre	0+	Testis-noSS500Rep1	Included	478
ONT	Pre	0+	Testis-noSS500Rep1	Intergenic	2407
ONT	Pre	0+	Testis-noSS500Rep1	Intronic	535
ONT	Pre	0+	Testis-noSS500Rep1	Overlaps	14659
ONT	Pre	0+	2-4CellRep1	Antisense	693
ONT	Pre	0+	2-4CellRep1	Equal	8469
ONT	Pre	0+	2-4CellRep1	Extends	604
ONT	Pre	0+	2-4CellRep1	Included	949
ONT	Pre	0+	2-4CellRep1	Intergenic	1063
ONT	Pre	0+	2-4CellRep1	Intronic	114
ONT	Pre	0+	2-4CellRep1	Overlaps	22524
ONT	Pre	0+	Heart-TSORep1	Antisense	115
ONT	Pre	0+	Heart-TSORep1	Equal	7601
ONT	Pre	0+	Heart-TSORep1	Extends	346
ONT	Pre	0+	Heart-TSORep1	Included	666
ONT	Pre	0+	Heart-TSORep1	Intergenic	494
ONT	Pre	0+	Heart-TSORep1	Intronic	147
ONT	Pre	0+	Heart-TSORep1	Overlaps	9484
ONT	Pre	0+	Heart-noSS500Rep1	Antisense	150
ONT	Pre	0+	Heart-noSS500Rep1	Equal	6949
ONT	Pre	0+	Heart-noSS500Rep1	Extends	335
ONT	Pre	0+	Heart-noSS500Rep1	Included	353
ONT	Pre	0+	Heart-noSS500Rep1	Intergenic	518
ONT	Pre	0+	Heart-noSS500Rep1	Intronic	186
ONT	Pre	0+	Heart-noSS500Rep1	Overlaps	10686
ONT	Pre	0+	Testis-TSORep1	Antisense	706
ONT	Pre	0+	Testis-TSORep1	Equal	8271
ONT	Pre	0+	Testis-TSORep1	Extends	414
ONT	Pre	0+	Testis-TSORep1	Included	1011
ONT	Pre	0+	Testis-TSORep1	Intergenic	1595
ONT	Pre	0+	Testis-TSORep1	Intronic	408
ONT	Pre	0+	Testis-TSORep1	Overlaps	11525
ONT	Pre	0+	LiverRep1	Antisense	113
ONT	Pre	0+	LiverRep1	Equal	6098
ONT	Pre	0+	LiverRep1	Extends	327
ONT	Pre	0+	LiverRep1	Included	160
ONT	Pre	0+	LiverRep1	Intergenic	363
ONT	Pre	0+	LiverRep1	Intronic	129
ONT	Pre	0+	LiverRep1	Overlaps	9439
ONT	Pre	0+	BrainRep1	Antisense	343
ONT	Pre	0+	BrainRep1	Equal	7891
ONT	Pre	0+	BrainRep1	Extends	449
ONT	Pre	0+	BrainRep1	Included	743
ONT	Pre	0+	BrainRep1	Intergenic	984
ONT	Pre	0+	BrainRep1	Intronic	295
ONT	Pre	0+	BrainRep1	Overlaps	15260
ONT	Pre	0+	HeartRep1	Antisense	141
ONT	Pre	0+	HeartRep1	Equal	7054
ONT	Pre	0+	HeartRep1	Extends	303
ONT	Pre	0+	HeartRep1	Included	351
ONT	Pre	0+	HeartRep1	Intergenic	539
ONT	Pre	0+	HeartRep1	Intronic	188
ONT	Pre	0+	HeartRep1	Overlaps	10248
ONT	Pre	0+	OvaryRep1	Antisense	828
ONT	Pre	0+	OvaryRep1	Equal	8283
ONT	Pre	0+	OvaryRep1	Extends	458
ONT	Pre	0+	OvaryRep1	Included	501
ONT	Pre	0+	OvaryRep1	Intergenic	1144
ONT	Pre	0+	OvaryRep1	Intronic	145
ONT	Pre	0+	OvaryRep1	Overlaps	19752
ONT	Pre	0+	ShieldRep1	Antisense	500
ONT	Pre	0+	ShieldRep1	Equal	7678
ONT	Pre	0+	ShieldRep1	Extends	615
ONT	Pre	0+	ShieldRep1	Included	633
ONT	Pre	0+	ShieldRep1	Intergenic	1869
ONT	Pre	0+	ShieldRep1	Intronic	794
ONT	Pre	0+	ShieldRep1	Overlaps	20927
ONT	Pre	0+	2-4Cell-TSORep1	Antisense	361
ONT	Pre	0+	2-4Cell-TSORep1	Equal	9118
ONT	Pre	0+	2-4Cell-TSORep1	Extends	668
ONT	Pre	0+	2-4Cell-TSORep1	Included	968
ONT	Pre	0+	2-4Cell-TSORep1	Intergenic	787
ONT	Pre	0+	2-4Cell-TSORep1	Intronic	92
ONT	Pre	0+	2-4Cell-TSORep1	Overlaps	18564
ONT	Pre	0+	2-4Cell-noSS500Rep1	Antisense	348
ONT	Pre	0+	2-4Cell-noSS500Rep1	Equal	7257
ONT	Pre	0+	2-4Cell-noSS500Rep1	Extends	359
ONT	Pre	0+	2-4Cell-noSS500Rep1	Included	697
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intergenic	595
ONT	Pre	0+	2-4Cell-noSS500Rep1	Intronic	60
ONT	Pre	0+	2-4Cell-noSS500Rep1	Overlaps	13852
ONT	Pre	0+	28hpf-TSORep1	Antisense	251
ONT	Pre	0+	28hpf-TSORep1	Equal	11058
ONT	Pre	0+	28hpf-TSORep1	Extends	656
ONT	Pre	0+	28hpf-TSORep1	Included	1288
ONT	Pre	0+	28hpf-TSORep1	Intergenic	1376
ONT	Pre	0+	28hpf-TSORep1	Intronic	394
ONT	Pre	0+	28hpf-TSORep1	Overlaps	20887
ONT	Pre	0+	28hpf-noSS500Rep1	Antisense	94
ONT	Pre	0+	28hpf-noSS500Rep1	Equal	6488
ONT	Pre	0+	28hpf-noSS500Rep1	Extends	200
ONT	Pre	0+	28hpf-noSS500Rep1	Included	334
ONT	Pre	0+	28hpf-noSS500Rep1	Intergenic	473
ONT	Pre	0+	28hpf-noSS500Rep1	Intronic	162
ONT	Pre	0+	28hpf-noSS500Rep1	Overlaps	8346
ONT	Pre	0+	28hpfRep1	Antisense	113
ONT	Pre	0+	28hpfRep1	Equal	7652
ONT	Pre	0+	28hpfRep1	Extends	302
ONT	Pre	0+	28hpfRep1	Included	348
ONT	Pre	0+	28hpfRep1	Intergenic	612
ONT	Pre	0+	28hpfRep1	Intronic	219
ONT	Pre	0+	28hpfRep1	Overlaps	9400
ONT	Pre	0+	TestisRep1	Antisense	1810
ONT	Pre	0+	TestisRep1	Equal	7683
ONT	Pre	0+	TestisRep1	Extends	512
ONT	Pre	0+	TestisRep1	Included	586
ONT	Pre	0+	TestisRep1	Intergenic	3117
ONT	Pre	0+	TestisRep1	Intronic	750
ONT	Pre	0+	TestisRep1	Overlaps	18605
